window,index,time,pnl,equity,dd_pct
BWD,24,2020-03-09 07:20:40,2.96,9973.43,0.292222
BWD,25,2020-03-10 02:40:40,1.74,9975.17,0.274827
BWD,26,2020-07-27 06:15:40,-35.64,9939.53,0.631132
BWD,27,2020-07-27 07:23:40,0.56,9940.09,0.625534
BWD,28,2020-07-27 10:34:40,0.64,9940.73,0.619135
BWD,29,2020-07-27 15:22:40,0.59,9941.32,0.613237
BWD,30,2020-07-27 17:01:40,0.67,9941.99,0.606539
BWD,31,2020-07-27 18:31:40,0.61,9942.60,0.600440
BWD,32,2020-07-29 11:05:40,0.37,9942.97,0.596741
BWD,33,2020-07-31 11:29:40,0.64,9943.61,0.590343
BWD,34,2020-08-14 17:15:40,0.55,9944.16,0.584844
BWD,35,2020-08-14 18:03:40,0.41,9944.57,0.580746
BWD,36,2020-08-14 19:17:40,0.37,9944.94,0.577047
BWD,37,2020-08-14 20:14:40,0.37,9945.31,0.573347
BWD,38,2020-08-17 15:05:40,0.40,9945.71,0.569349
BWD,39,2020-08-25 11:30:40,1.12,9946.83,0.558152
BWD,40,2020-08-27 04:06:40,0.51,9947.34,0.553053
BWD,41,2020-08-28 13:14:40,0.69,9948.03,0.546155
BWD,42,2020-08-28 15:36:40,0.87,9948.90,0.537457
BWD,43,2020-08-31 01:09:40,0.80,9949.70,0.529459
BWD,44,2020-09-08 18:51:40,0.43,9950.13,0.525160
BWD,45,2020-09-14 23:51:40,0.41,9950.54,0.521061
BWD,46,2020-09-15 17:56:40,0.48,9951.02,0.516263
BWD,47,2020-09-16 05:18:40,0.37,9951.39,0.512564
BWD,48,2020-09-16 08:44:40,0.27,9951.66,0.509864
BWD,49,2020-09-16 14:26:40,0.37,9952.03,0.506165
BWD,50,2020-09-16 16:27:40,0.45,9952.48,0.501667
BWD,51,2020-09-16 17:19:40,0.43,9952.91,0.497368
BWD,52,2020-09-16 18:21:40,0.52,9953.43,0.492169
BWD,53,2020-09-17 15:02:40,0.48,9953.91,0.487370
BWD,54,2020-09-17 16:27:40,0.48,9954.39,0.482572
BWD,55,2020-09-18 13:25:40,0.45,9954.84,0.478073
BWD,56,2020-09-18 14:12:40,0.46,9955.30,0.473474
BWD,57,2020-09-18 18:12:40,0.46,9955.76,0.468875
BWD,58,2020-09-21 12:02:40,0.42,9956.18,0.464676
BWD,59,2020-09-21 14:10:40,0.44,9956.62,0.460278
BWD,60,2020-10-02 09:25:40,0.35,9956.97,0.456778
BWD,61,2020-10-02 10:05:40,0.51,9957.48,0.451680
BWD,62,2020-10-12 10:11:20,0.26,9957.74,0.449081
BWD,63,2020-10-12 17:10:40,0.31,9958.05,0.445981
BWD,64,2020-10-12 18:52:20,0.29,9958.34,0.443082
BWD,65,2020-10-14 19:53:40,0.31,9958.65,0.439983
BWD,66,2020-11-04 04:40:40,1.59,9960.24,0.424087
BWD,67,2020-11-09 13:45:40,0.75,9960.99,0.416589
BWD,68,2020-11-13 08:22:40,0.33,9961.32,0.413290
BWD,69,2020-11-16 00:03:00,0.58,9961.90,0.407492
BWD,70,2020-11-16 07:04:40,0.33,9962.23,0.404192
BWD,71,2020-11-16 11:39:40,0.30,9962.53,0.401193
BWD,72,2020-11-17 16:12:40,0.36,9962.89,0.397594
BWD,73,2020-11-17 17:03:40,0.51,9963.40,0.392496
BWD,74,2020-11-18 03:22:20,0.31,9963.71,0.389396
BWD,75,2020-11-18 08:29:40,0.28,9963.99,0.386597
BWD,76,2020-11-18 14:02:40,0.46,9964.45,0.381998
BWD,77,2020-11-18 18:17:40,0.60,9965.05,0.376000
BWD,78,2020-11-18 19:33:40,0.42,9965.47,0.371801
BWD,79,2020-11-27 04:19:20,0.20,9965.67,0.369802
BWD,80,2020-11-27 06:32:40,0.28,9965.95,0.367002
BWD,81,2020-11-27 08:03:40,0.33,9966.28,0.363703
BWD,82,2020-12-04 17:19:40,0.55,9966.83,0.358205
BWD,83,2020-12-11 05:43:40,0.38,9967.21,0.354406
BWD,84,2020-12-14 16:18:40,0.44,9967.65,0.350007
BWD,85,2020-12-16 00:22:20,0.43,9968.08,0.345708
BWD,86,2020-12-16 08:18:40,0.38,9968.46,0.341909
BWD,87,2020-12-16 15:58:40,0.51,9968.97,0.336810
BWD,88,2020-12-17 10:23:20,0.41,9969.38,0.332711
BWD,89,2020-12-18 02:52:40,0.63,9970.01,0.326413
BWD,90,2020-12-30 08:17:40,0.39,9970.40,0.322514
BWD,91,2020-12-30 17:54:40,0.36,9970.76,0.318915
BWD,92,2021-01-04 12:56:40,0.40,9971.16,0.314916
BWD,93,2021-01-05 22:59:40,0.39,9971.55,0.311017
BWD,94,2021-01-13 01:07:40,0.47,9972.02,0.306319
BWD,95,2021-01-13 10:47:40,0.43,9972.45,0.302020
BWD,96,2021-01-20 18:06:20,0.38,9972.83,0.298221
BWD,97,2021-01-20 19:18:40,0.34,9973.17,0.294822
BWD,98,2021-01-21 00:49:40,0.57,9973.74,0.289123
BWD,99,2021-01-21 08:42:40,0.31,9974.05,0.286024
BWD,100,2021-01-21 09:23:40,0.28,9974.33,0.283225
BWD,101,2021-02-12 10:17:40,0.61,9974.94,0.277126
BWD,102,2021-02-19 11:08:40,0.34,9975.28,0.273727
BWD,103,2021-02-23 08:12:40,0.37,9975.65,0.270028
BWD,104,2021-03-16 17:20:40,0.35,9976.00,0.266529
BWD,105,2021-04-06 05:29:40,0.44,9976.44,0.262130
BWD,106,2021-04-06 18:28:40,0.58,9977.02,0.256332
BWD,107,2021-04-08 12:08:40,0.38,9977.40,0.252533
BWD,108,2021-04-08 15:14:20,0.38,9977.78,0.248734
BWD,109,2021-04-08 16:14:40,0.54,9978.32,0.243335
BWD,110,2021-04-08 17:24:40,0.54,9978.86,0.237937
BWD,111,2021-04-29 16:10:40,1.77,9980.63,0.220241
BWD,112,2021-05-07 16:05:20,0.61,9981.24,0.214143
BWD,113,2021-05-07 19:32:40,0.72,9981.96,0.206945
BWD,114,2021-05-18 12:18:40,0.33,9982.29,0.203646
BWD,115,2021-05-31 18:06:40,0.34,9982.63,0.200247
BWD,116,2021-06-11 17:33:40,0.80,9983.43,0.192249
