date,close,high,low
2020.07.07,237.81,243.09,233.63
2020.07.08,245.60,248.26,236.39
2020.07.09,240.54,247.66,237.26
2020.07.10,238.51,241.39,234.90
2020.07.13,238.13,244.39,236.55
2020.07.14,240.63,241.30,236.22
2020.07.15,237.31,240.77,235.92
2020.07.16,231.94,238.46,229.18
2020.07.17,231.68,233.82,230.80
2020.07.20,235.66,239.16,233.36
2020.07.21,244.49,246.21,234.78
2020.07.22,245.14,245.46,240.94
2020.07.23,272.47,279.56,244.80
2020.07.24,285.11,286.26,267.71
2020.07.27,323.62,329.02,309.08
2020.07.28,319.13,333.16,305.60
2020.07.29,321.95,324.53,312.26
2020.07.30,337.93,341.81,313.78
2020.07.31,345.02,347.41,328.06
2020.08.03,390.16,397.53,366.53
2020.08.04,387.37,402.61,379.87
2020.08.05,399.90,401.42,383.68
2020.08.06,396.04,406.92,391.88
2020.08.07,376.78,397.86,363.10
2020.08.10,394.43,399.39,384.61
2020.08.11,372.37,397.83,365.29
2020.08.12,385.66,388.89,365.52
2020.08.13,409.82,412.38,375.92
2020.08.14,437.86,444.13,409.61
2020.08.17,437.53,446.49,419.78
2020.08.18,426.52,439.35,413.43
2020.08.19,403.57,428.87,392.99
2020.08.20,415.32,417.75,401.62
2020.08.21,395.52,418.74,393.72
2020.08.24,400.67,408.07,386.97
2020.08.25,376.87,409.76,369.20
2020.08.26,389.05,392.83,376.76
2020.08.27,379.00,396.65,370.54
2020.08.28,393.05,397.51,378.18
2020.08.31,431.41,438.41,417.28
2020.09.01,481.55,485.25,428.88
2020.09.02,435.74,488.18,420.60
2020.09.03,405.68,450.22,390.95
2020.09.04,390.64,406.98,358.45
2020.09.07,344.38,359.67,322.36
2020.09.08,334.97,356.05,330.22
2020.09.09,352.51,358.42,324.66
2020.09.10,364.89,376.96,349.49
2020.09.11,367.68,371.98,355.11
2020.09.14,375.35,383.89,355.08
2020.09.15,364.95,381.77,361.76
2020.09.16,365.20,372.88,354.25
2020.09.17,391.58,393.69,362.59
2020.09.18,380.34,393.46,374.69
2020.09.21,345.71,375.92,330.42
2020.09.22,344.25,348.77,334.68
2020.09.23,322.21,346.14,312.75
2020.09.24,344.94,348.39,315.88
2020.09.25,353.87,357.33,336.75
2020.09.28,362.10,367.49,351.61
2020.09.29,356.91,363.32,349.29
2020.09.30,355.99,359.82,350.60
2020.10.01,350.84,369.47,344.54
2020.10.02,345.41,353.49,333.54
2020.10.05,351.15,355.34,347.90
2020.10.06,336.67,354.60,335.84
2020.10.07,340.07,342.22,332.29
2020.10.08,351.40,352.83,333.33
2020.10.09,362.85,365.89,346.72
2020.10.12,386.78,388.96,364.82
2020.10.13,379.30,394.53,373.69
2020.10.14,376.15,387.05,372.47
2020.10.15,379.46,381.12,369.30
2020.10.16,365.92,379.79,360.36
2020.10.19,378.99,384.10,372.12
2020.10.20,367.44,380.23,365.57
2020.10.21,394.43,399.83,366.16
2020.10.22,417.29,419.03,389.45
2020.10.23,408.56,420.83,400.87
2020.10.26,391.61,410.90,381.97
2020.10.27,402.68,410.18,389.40
2020.10.28,384.95,409.00,379.96
2020.10.29,388.25,393.71,380.08
2020.10.30,383.80,392.03,372.87
2020.11.02,385.02,403.93,377.54
2020.11.03,382.64,385.53,369.85
2020.11.04,400.35,408.08,376.14
2020.11.05,413.58,417.91,393.56
2020.11.06,447.06,449.00,412.39
2020.11.09,447.24,458.84,433.48
2020.11.10,451.69,454.79,438.18
2020.11.11,466.33,475.98,449.00
2020.11.12,462.43,469.70,451.68
2020.11.13,471.84,474.45,457.06
2020.11.16,457.90,465.50,439.66
2020.11.17,480.15,484.51,457.56
2020.11.18,473.96,494.73,457.21
2020.11.19,472.31,480.33,464.42
2020.11.20,508.29,513.99,468.61
2020.11.23,605.39,607.95,550.28
2020.11.24,599.07,622.22,590.21
2020.11.25,578.21,605.87,573.79
2020.11.26,513.37,578.83,480.17
2020.11.27,514.57,530.36,493.36
2020.11.30,604.82,613.83,562.75
2020.12.01,594.59,635.59,563.45
2020.12.02,597.29,603.66,574.78
2020.12.03,614.91,623.16,585.82
2020.12.04,579.88,619.94,576.77
2020.12.07,587.94,602.99,583.85
2020.12.08,565.29,594.48,558.62
2020.12.09,575.03,576.91,529.73
2020.12.10,563.07,576.68,547.53
2020.12.11,548.67,564.20,534.42
2020.12.14,585.46,592.28,575.00
2020.12.15,588.13,596.40,578.58
2020.12.16,629.03,631.90,580.37
2020.12.17,640.17,675.89,626.06
2020.12.18,651.06,663.53,629.23
2020.12.21,617.87,647.21,595.42
2020.12.22,622.08,633.27,587.06
2020.12.23,596.15,637.64,591.53
2020.12.24,606.12,608.95,551.08
2020.12.28,726.26,746.22,676.11
2020.12.29,723.94,738.66,687.76
2020.12.30,747.45,756.90,715.79
2020.12.31,737.96,754.94,721.53
2021.01.04,1006.35,1164.07,889.34
2021.01.05,1084.35,1131.80,974.85
2021.01.06,1181.44,1210.61,1057.82
2021.01.07,1252.98,1289.31,1159.48
2021.01.08,1183.02,1273.73,1065.72
2021.01.11,1031.09,1285.73,910.31
2021.01.12,1077.16,1149.40,1005.68
2021.01.13,1125.94,1125.94,985.19
2021.01.14,1185.52,1245.22,1086.18
2021.01.15,1158.50,1253.57,1070.48
2021.01.18,1233.31,1268.30,1181.74
2021.01.19,1410.24,1440.14,1233.15
2021.01.20,1322.71,1425.33,1234.35
2021.01.21,1170.06,1389.65,1162.12
2021.01.22,1242.34,1273.26,1039.56
2021.01.25,1346.06,1476.47,1309.16
2021.01.26,1334.06,1378.21,1244.24
2021.01.27,1275.50,1375.60,1206.31
2021.01.28,1349.85,1358.99,1218.48
2021.01.29,1370.73,1440.62,1286.75
2021.02.01,1350.08,1352.10,1270.86
2021.02.02,1519.39,1542.70,1343.28
2021.02.03,1632.81,1653.28,1508.47
2021.02.04,1641.29,1698.19,1555.80
2021.02.05,1719.36,1763.28,1589.07
2021.02.06,1710.94,1717.37,1684.38
2021.02.07,1598.75,1721.10,1496.94
2021.02.08,1698.52,1779.19,1565.74
2021.02.09,1768.26,1825.50,1698.32
2021.02.10,1727.79,1840.20,1678.51
2021.02.11,1767.92,1818.91,1703.08
2021.02.12,1857.35,1863.10,1739.67
2021.02.13,1813.92,1820.60,1784.51
2021.02.14,1827.84,1853.69,1785.39
2021.02.15,1788.33,1839.09,1665.68
2021.02.16,1753.18,1826.91,1722.17
2021.02.17,1853.06,1854.71,1731.58
2021.02.18,1943.64,1950.54,1827.80
2021.02.19,1955.33,1973.37,1888.34
2021.02.20,1963.86,2003.23,1949.76
2021.02.21,1918.79,1975.12,1805.18
2021.02.22,1798.96,1938.86,1554.87
2021.02.23,1531.11,1802.89,1366.88
2021.02.24,1588.44,1712.93,1497.41
2021.02.25,1521.07,1670.35,1520.65
2021.02.26,1441.65,1562.38,1397.13
2021.02.27,1506.49,1527.01,1426.73
2021.02.28,1415.26,1510.13,1290.71
2021.03.01,1545.27,1565.01,1396.31
2021.03.02,1465.50,1603.69,1455.07
2021.03.03,1594.32,1655.95,1462.26
2021.03.04,1515.98,1624.88,1502.93
2021.03.05,1535.22,1547.36,1440.96
2021.03.06,1642.50,1669.01,1512.86
2021.03.07,1663.77,1696.02,1628.41
2021.03.08,1790.00,1793.53,1659.63
2021.03.09,1824.22,1858.02,1770.81
2021.03.10,1814.59,1877.30,1755.84
2021.03.11,1838.51,1843.09,1723.15
2021.03.12,1754.20,1846.77,1720.00
2021.03.13,1931.82,1942.34,1726.56
2021.03.14,1874.82,1939.85,1833.88
2021.03.15,1791.48,1893.22,1730.83
2021.03.16,1796.69,1818.13,1710.01
2021.03.17,1813.92,1839.49,1743.02
2021.03.18,1771.14,1849.09,1756.73
2021.03.19,1815.40,1839.42,1730.98
2021.03.20,1826.14,1866.19,1799.17
2021.03.21,1799.65,1838.18,1749.75
2021.03.22,1675.61,1810.86,1673.89
2021.03.23,1670.50,1721.14,1650.71
2021.03.24,1608.77,1739.75,1577.51
2021.03.25,1602.32,1621.77,1542.20
2021.03.26,1666.94,1675.40,1576.87
2021.03.27,1718.02,1719.09,1670.11
2021.03.28,1666.01,1732.17,1660.35
2021.03.29,1806.17,1840.11,1662.64
2021.03.30,1840.28,1859.24,1784.49
2021.03.31,1939.44,1940.11,1768.79
2021.04.01,1969.41,1981.99,1881.02
2021.04.02,2088.28,2104.00,1946.87
2021.04.03,2058.29,2144.36,2001.00
2021.04.04,2061.76,2091.87,1975.00
2021.04.05,2103.43,2129.12,2003.00
2021.04.06,2120.19,2150.11,2041.88
2021.04.07,1982.72,2128.13,1928.72
2021.04.08,2053.29,2077.49,1946.31
2021.04.09,2070.40,2100.38,2041.75
2021.04.10,2092.76,2194.57,2054.47
2021.04.11,2143.64,2163.01,2081.91
2021.04.12,2144.17,2198.12,2102.00
2021.04.13,2301.19,2316.25,2134.23
2021.04.14,2368.81,2404.56,2266.35
2021.04.15,2501.78,2502.85,2367.37
2021.04.16,2458.61,2548.23,2301.83
2021.04.17,2389.01,2496.44,2311.49
2021.04.18,2221.11,2393.67,1950.71
2021.04.19,2200.78,2276.24,2073.80
2021.04.20,2300.90,2327.39,2046.88
2021.04.21,2400.04,2465.89,2235.10
2021.04.22,2396.19,2642.51,2312.44
2021.04.23,2320.55,2446.23,2103.78
2021.04.24,2292.86,2369.90,2163.46
2021.04.25,2211.22,2355.43,2163.66
2021.04.26,2455.17,2530.52,2165.71
2021.04.27,2644.43,2679.55,2427.95
2021.04.28,2703.20,2749.01,2558.50
2021.04.29,2704.96,2798.40,2667.27
2021.04.30,2761.31,2797.90,2694.81
2021.05.01,2946.36,2953.21,2736.71
2021.05.02,2968.68,2977.39,2850.74
2021.05.03,3282.07,3338.94,2925.49
2021.05.04,3394.56,3527.68,3160.34
2021.05.05,3453.28,3485.77,3201.85
2021.05.06,3463.55,3606.70,3376.35
2021.05.07,3497.54,3591.56,3349.54
2021.05.08,3847.62,3863.02,3424.91
2021.05.09,3900.83,3981.91,3721.00
2021.05.10,3893.90,4210.00,3627.88
2021.05.11,4138.41,4140.00,3767.21
2021.05.12,4091.48,4373.19,3927.90
2021.05.13,3705.45,4233.70,3538.33
2021.05.14,3977.23,4173.83,3608.77
2021.05.15,3790.41,4133.73,3652.01
2021.05.16,3356.12,3876.12,3344.75
2021.05.17,3433.38,3586.63,3110.81
2021.05.18,3421.74,3562.78,3185.95
2021.05.19,2523.00,3462.42,1792.15
2021.05.20,2754.50,2996.00,2148.78
2021.05.21,2243.84,2938.68,2233.11
2021.05.22,2352.67,2484.17,2145.00
2021.05.23,2067.53,2380.44,1715.53
2021.05.24,2619.22,2669.05,2037.87
2021.05.25,2550.82,2750.45,2378.18
2021.05.26,2794.27,2910.28,2527.90
2021.05.27,2717.93,2888.67,2631.28
2021.05.28,2420.30,2793.42,2410.27
2021.05.29,2233.45,2565.04,2208.00
2021.05.30,2434.50,2471.97,2175.40
2021.05.31,2595.46,2674.96,2270.16
2021.06.01,2573.79,2739.43,2517.25
2021.06.02,2718.88,2799.28,2545.13
2021.06.03,2818.51,2888.46,2658.58
2021.06.04,2697.74,2869.68,2550.00
2021.06.05,2628.66,2813.28,2579.87
2021.06.06,2707.92,2742.54,2543.74
2021.06.07,2644.80,2845.76,2617.96
2021.06.08,2533.42,2662.93,2303.00
2021.06.09,2556.03,2624.97,2403.00
2021.06.10,2464.52,2623.22,2428.01
2021.06.11,2377.09,2494.43,2360.47
2021.06.12,2401.82,2449.96,2248.00
2021.06.13,2514.97,2524.68,2301.25
2021.06.14,2538.35,2605.63,2457.98
2021.06.15,2517.72,2637.72,2504.95
2021.06.16,2395.62,2564.60,2379.00
2021.06.17,2338.72,2457.76,2300.45
2021.06.18,2191.25,2375.81,2134.31
2021.06.19,2221.35,2275.95,2163.52
2021.06.20,2251.74,2266.26,2038.23
2021.06.21,1936.48,2272.22,1885.28
2021.06.22,1926.96,1993.45,1705.10
2021.06.23,1925.65,2042.09,1817.95
2021.06.24,2001.56,2032.33,1881.04
2021.06.25,1862.82,2015.41,1787.59
2021.06.26,1763.02,1852.08,1713.54
2021.06.27,1813.69,1891.17,1746.67
2021.06.28,2127.78,2140.90,1809.18
2021.06.29,2186.91,2243.26,2057.94
2021.06.30,2232.20,2279.55,2085.90
2021.07.01,2117.74,2283.32,2063.15
2021.07.02,2087.59,2137.05,2013.99
2021.07.03,2216.75,2236.62,2101.12
2021.07.04,2347.55,2371.40,2184.13
2021.07.05,2213.06,2386.28,2153.47
2021.07.06,2306.03,2347.33,2190.18
2021.07.07,2360.02,2406.35,2261.78
2021.07.08,2134.11,2360.83,2121.55
2021.07.09,2130.92,2184.02,2043.48
2021.07.10,2090.11,2190.55,2071.21
2021.07.11,2125.75,2151.59,2077.73
2021.07.12,2023.58,2169.85,2001.91
2021.07.13,1943.87,2043.39,1913.04
2021.07.14,1984.90,2015.71,1858.93
2021.07.15,1922.67,2037.28,1876.83
2021.07.16,1897.57,1962.24,1845.91
2021.07.17,1896.25,1917.28,1854.58
2021.07.18,1891.56,1990.95,1872.94
2021.07.19,1816.54,1924.26,1802.28
2021.07.20,1790.78,1837.41,1714.81
2021.07.21,1942.90,2027.82,1749.32
2021.07.22,2012.39,2043.27,1933.61
2021.07.23,2037.53,2091.95,1985.65
2021.07.24,2150.77,2197.49,2043.15
2021.07.25,2155.04,2193.88,2104.15
2021.07.26,2260.55,2428.55,2151.97
2021.07.27,2240.54,2317.07,2143.92
2021.07.28,2292.64,2343.43,2235.46
2021.07.29,2310.99,2341.45,2260.30
2021.07.30,2416.12,2447.40,2302.73
2021.07.31,2488.39,2495.63,2410.62
2021.08.01,2666.52,2695.59,2488.08
2021.08.02,2594.93,2675.40,2503.08
2021.08.03,2483.03,2636.00,2437.01
2021.08.04,2707.99,2724.25,2455.22
2021.08.05,2799.95,2828.84,2520.91
2021.08.06,2911.21,2948.24,2717.93
2021.08.07,3078.60,3170.64,2863.24
2021.08.08,2988.41,3189.08,2945.08
2021.08.09,3064.62,3187.25,2888.93
2021.08.10,3155.47,3231.76,3030.58
2021.08.11,3232.68,3273.98,3117.47
2021.08.12,3063.37,3240.83,2975.96
2021.08.13,3280.35,3291.16,2983.65
2021.08.14,3230.06,3328.47,3210.86
2021.08.15,3258.56,3288.19,3107.60
2021.08.16,3159.83,3337.11,3128.00
2021.08.17,3068.03,3290.73,3009.25
2021.08.18,3007.10,3123.96,2945.31
2021.08.19,3156.12,3163.16,2955.09
2021.08.20,3256.91,3300.95,3142.48
2021.08.21,3229.10,3309.38,3205.48
2021.08.22,3151.53,3274.74,3123.31
2021.08.23,3337.56,3376.91,3138.25
2021.08.24,3214.75,3358.83,3141.84
2021.08.25,3206.12,3248.13,3074.48
2021.08.26,3116.59,3249.91,3050.82
2021.08.27,3261.69,3275.14,3057.00
2021.08.28,3237.42,3284.46,3210.22
2021.08.29,3237.11,3286.61,3150.94
2021.08.30,3337.22,3346.30,3140.90
2021.08.31,3389.30,3472.05,3185.71
2021.09.01,3727.97,3785.15,3369.34
2021.09.02,3805.96,3839.56,3721.14
2021.09.03,3913.47,4027.02,3705.25
2021.09.04,3878.36,3967.82,3831.06
2021.09.05,3968.31,3971.46,3831.49
2021.09.06,3951.42,3981.33,3861.26
2021.09.07,3409.86,3969.19,2998.00
2021.09.08,3468.74,3542.30,3202.17
2021.09.09,3427.52,3569.00,3381.39
2021.09.10,3244.82,3511.33,3202.64
2021.09.11,3292.93,3345.62,3141.00
2021.09.12,3308.75,3469.93,3227.25
2021.09.13,3285.47,3445.78,3100.90
2021.09.14,3373.57,3406.25,3258.64
2021.09.15,3552.45,3572.84,3323.05
2021.09.16,3492.50,3673.29,3475.85
2021.09.17,3373.01,3592.85,3356.86
2021.09.18,3393.66,3526.67,3362.64
2021.09.19,3357.61,3453.01,3299.00
2021.09.20,3013.91,3362.59,2914.45
2021.09.21,2753.10,3101.90,2748.00
2021.09.22,3026.29,3084.97,2648.00
2021.09.23,3139.08,3172.95,3006.24
2021.09.24,2944.89,3162.88,2724.36
2021.09.25,2918.59,2967.84,2798.00
2021.09.26,3086.98,3100.97,2735.52
2021.09.27,2950.42,3165.31,2948.00
2021.09.28,2860.84,3027.01,2800.36
2021.09.29,2817.51,2947.75,2778.20
2021.09.30,2967.92,3045.44,2801.69
2021.10.01,3288.43,3318.24,2961.78
2021.10.02,3424.73,3466.28,3255.53
2021.10.03,3419.22,3486.81,3336.81
2021.10.04,3380.48,3435.32,3261.99
2021.10.05,3524.27,3532.18,3352.35
2021.10.06,3557.16,3630.50,3334.42
2021.10.07,3623.02,3639.82,3466.31
2021.10.08,3547.90,3668.06,3524.69
2021.10.09,3578.91,3631.02,3534.93
2021.10.10,3511.64,3603.21,3475.28
2021.10.11,3488.00,3621.60,3362.48
2021.10.12,3476.63,3548.05,3400.86
2021.10.13,3570.66,3584.49,3408.40
2021.10.14,3756.60,3825.65,3561.51
2021.10.15,3878.50,3900.57,3730.54
2021.10.16,3829.56,3965.72,3799.00
2021.10.17,3695.88,3917.34,3634.52
2021.10.18,3730.64,3894.12,3669.06
2021.10.19,3802.14,3860.18,3710.57
2021.10.20,4106.24,4136.31,3797.91
2021.10.21,4087.55,4370.34,4005.00
2021.10.22,3973.67,4169.41,3879.40
2021.10.23,4086.17,4126.84,3935.64
2021.10.24,4063.16,4184.35,3958.81
2021.10.25,4178.79,4236.30,4055.47
2021.10.26,4259.73,4293.99,4124.71
2021.10.27,3979.95,4304.42,3924.76
2021.10.28,4249.59,4293.71,3886.00
2021.10.29,4399.38,4458.60,4202.33
2021.10.30,4309.92,4433.34,4234.92
2021.10.31,4265.70,4395.44,4158.39
2021.11.01,4308.11,4382.10,4141.57
2021.11.02,4502.22,4531.50,4270.97
2021.11.03,4615.16,4669.43,4454.97
2021.11.04,4513.31,4629.41,4420.63
2021.11.05,4451.47,4574.44,4443.64
2021.11.06,4512.63,4530.46,4361.95
2021.11.07,4627.24,4636.96,4500.80
2021.11.08,4770.78,4794.85,4586.60
2021.11.09,4796.44,4839.60,4710.51
2021.11.10,4551.25,4865.11,4467.46
2021.11.11,4743.14,4783.55,4526.70
2021.11.12,4653.35,4808.54,4507.49
2021.11.13,4655.84,4707.65,4582.53
2021.11.14,4573.82,4694.55,4515.33
2021.11.15,4568.56,4768.31,4541.31
2021.11.16,4254.06,4585.70,4104.87
2021.11.17,4254.95,4296.58,4064.00
2021.11.18,4020.79,4345.47,3960.57
2021.11.19,4278.67,4311.71,3957.93
2021.11.20,4430.07,4432.05,4204.16
2021.11.21,4363.48,4437.04,4303.66
2021.11.22,4078.80,4369.49,4022.45
2021.11.23,4348.81,4385.30,4059.36
2021.11.24,4257.24,4372.65,4165.31
2021.11.25,4498.86,4532.30,4236.30
2021.11.26,4061.91,4555.19,3909.82
2021.11.27,4082.45,4186.04,4028.80
2021.11.28,4254.81,4259.37,3965.90
2021.11.29,4451.09,4461.24,4221.35
2021.11.30,4630.48,4752.87,4348.41
2021.12.01,4563.82,4781.78,4532.60
2021.12.02,4546.36,4635.14,4433.25
2021.12.03,4215.46,4660.10,4040.62
2021.12.04,4064.11,4250.24,3791.20
2021.12.05,4145.71,4253.89,4036.40
2021.12.06,4323.39,4352.53,3920.26
2021.12.07,4290.06,4427.65,4262.88
2021.12.08,4416.33,4455.53,4226.07
2021.12.09,4164.51,4490.32,4074.92
2021.12.10,3994.30,4230.51,3929.72
2021.12.11,4027.54,4097.97,3831.94
2021.12.12,4123.01,4175.28,3986.68
2021.12.13,3768.40,4171.91,3669.12
2021.12.14,3851.60,3881.71,3683.96
2021.12.15,4061.56,4091.62,3640.76
2021.12.16,4029.78,4111.60,3977.53
2021.12.17,3905.88,4035.88,3696.81
2021.12.18,3975.89,3978.76,3766.08
2021.12.19,3921.39,4028.80,3885.54
2021.12.20,3911.58,3993.67,3753.35
2021.12.21,4025.33,4061.70,3889.90
2021.12.22,4014.13,4073.35,3935.35
2021.12.23,4113.59,4151.90,3892.76
2021.12.24,4065.44,4136.35,4037.85
2021.12.26,4082.95,4122.03,4004.26
2021.12.27,4057.36,4127.46,4032.35
2021.12.28,3804.65,4075.70,3757.45
2021.12.29,3725.54,3826.53,3694.39
2021.12.30,3735.29,3768.70,3582.52
2021.12.31,3686.93,3813.25,3620.13
2022.01.02,3810.62,3854.27,3716.10
2022.01.03,3722.01,3849.75,3678.57
2022.01.04,3824.22,3891.01,3710.42
2022.01.05,3550.79,3846.86,3549.34
2022.01.06,3426.14,3567.26,3297.37
2022.01.07,3212.65,3434.24,3061.84
2022.01.08,3076.04,3245.12,2998.59
2022.01.09,3187.72,3209.91,3055.99
2022.01.10,3073.21,3198.66,2928.87
2022.01.11,3230.04,3263.12,3050.75
2022.01.12,3365.86,3410.73,3204.66
2022.01.13,3268.70,3411.14,3231.79
2022.01.14,3331.68,3342.99,3187.91
2022.01.15,3333.74,3371.76,3274.18
2022.01.16,3330.04,3394.34,3272.15
2022.01.17,3164.76,3363.49,3150.21
2022.01.18,3162.35,3243.77,3081.38
2022.01.19,3112.67,3192.16,3044.58
2022.01.20,3079.05,3271.10,3078.16
2022.01.21,2607.74,3105.82,2555.16
2022.01.22,2444.07,2624.64,2316.96
2022.01.23,2421.29,2549.23,2362.95
2022.01.24,2437.73,2547.88,2155.72
2022.01.25,2412.06,2507.49,2346.43
2022.01.26,2416.83,2722.10,2403.81
2022.01.27,2359.57,2519.58,2313.96
2022.01.28,2533.99,2549.84,2327.34
2022.01.29,2615.30,2637.24,2515.34
2022.01.30,2558.40,2639.99,2541.72
2022.01.31,2679.09,2706.94,2476.22
2022.02.01,2797.78,2813.36,2673.30
2022.02.02,2653.75,2810.62,2599.00
2022.02.03,2659.30,2724.98,2575.14
2022.02.04,2954.62,2978.75,2642.76
2022.02.05,3021.13,3061.86,2946.37
2022.02.06,2994.96,3043.88,2951.60
2022.02.07,3151.65,3188.30,2982.66
2022.02.08,3115.29,3232.30,3025.63
2022.02.09,3236.95,3271.85,3054.77
2022.02.10,3114.53,3285.18,3085.57
2022.02.11,2926.00,3139.66,2905.84
2022.02.12,2875.85,2986.36,2856.59
2022.02.13,2873.67,2953.51,2836.10
2022.02.14,2912.69,2965.08,2830.23
2022.02.15,3096.74,3148.18,2911.78
2022.02.16,3141.23,3197.65,3043.80
2022.02.17,2894.80,3160.87,2852.03
2022.02.18,2780.87,2943.75,2751.42
2022.02.19,2739.23,2830.42,2694.50
2022.02.20,2597.49,2766.83,2574.55
2022.02.21,2580.95,2759.37,2575.19
2022.02.22,2605.90,2666.41,2497.98
2022.02.23,2617.50,2753.65,2590.76
2022.02.24,2635.35,2738.48,2299.67
2022.02.25,2706.83,2745.91,2542.98
2022.02.26,2824.01,2878.49,2726.56
2022.02.27,2597.83,2834.81,2557.73
2022.02.28,2819.75,2839.12,2567.89
2022.03.01,2955.03,3037.05,2819.00
2022.03.02,2975.43,3044.62,2913.33
2022.03.03,2803.94,2987.91,2783.30
2022.03.04,2606.52,2847.65,2597.03
2022.03.05,2653.64,2683.78,2587.88
