"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","rough_family","already_known"
"lbadvancetradingrobotnorsidivergence","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\LB81 - Advance Trading Robot No.20 [RSI Divergence] ..mq5","396.4","RSI","y","mean-reversion","y"
"jobotccicurrenciesstrengthlongtrade","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week9\(Jobot) CCI Currencies Strength Long Trade.mq5","646.5","CCI;news","y","mean-reversion","n"
"jobotccicurrenciesstrengthbasic","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week9\(Jobot) CCI Currencies Strength Basic.mq5","634.4","CCI;news","y","mean-reversion","n"
"bosspivotrangetrading","2","D:\Forex\30_OPTIMIZATION\04_Reports\Port 6 Pivot range - NZDUSD\Boss - 6 Pivot Range Trading.mq5","13.2","RSI;ADX;CCI;ATR","n","mean-reversion","n"
"exadvancetradingrobotrsiandbbstrategy","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\EX131 - Advance Trading Robot [RSI and BB Strategy].mq5","364.3","RSI","y","mean-reversion","n"
"bossmtfpivotrangetrading","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 0\(Boss) 6- MTF Pivot Range Trading.mq5","13.2","RSI;CCI;ATR","n","mean-reversion","n"
"bossmtfmeanreversion","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 0\(Boss) 4- MTF Mean Reversion.mq5","15.2","iMA;RSI;Stochastic;Bollinger;ADX;ATR","n","mean-reversion","n"
"bossmeanreversion","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 2\Boss - 4 Mean Reversion.mq5","12.9","iMA;RSI;Stochastic;Bollinger;ADX;ATR","n","mean-reversion","n"
"gapfillrsi","1","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\GapFillRSI\GapFillRSI.mq5","15.3","RSI","n","mean-reversion","n"
"bossrsiobosrevnearbyatrpip","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\New folder\(Boss)RSI OBOS_rev2 (nearby ATR_pip).mq5","464.8","RSI","n","mean-reversion","n"
"bossmtfsessionoverlaptrading","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 0\(Boss) 11- MTF Session Overlap Trading.mq5","14.5","iMA;RSI","n","mean-reversion","n"
"bossrsiobosrevatrnearbyclosepercent","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\New folder\(Boss)RSI OBOS_rev2.1 (ATR nearby-close percent).mq5","472.5","RSI;ATR","n","mean-reversion","n"
"aillmtradinghedgingea","5","D:\Forex\10_EA_PROJECTS\.Final EA\Day3 AI Trading Agent\update fxdreema LLM\AI 4 LLM Trading Hedging (ea1) (1).mq5","561.2","hedge","n","hedge","y"
"jobotadvancedashboardmanualsemiauto","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week10\(Jobot) Advance Dashboard Manual-Semi-Auto.mq5","1394.7","hedge;news","y","hedge","n"
"joboteahedgingcurrency","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) EA Hedging Currency .mq5","605.2","hedge","n","hedge","n"
"cptstovidyavaryhedge","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(CPT)  1 - STO VIDYA (Vary) Hedge.mq5","591.6","hedge","n","hedge","y"
"bossgrowuprevdynamiclotwithhedging","3","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) grow up\(Boss) grow up rev 1.44 dynamic lot with hedging.mq5","386.8","hedge","y","hedge","n"
"fvgserieplus","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\FVG serie Plus V29.2.mq5","393.3","hedge","y","hedge","y"
"bencr","2","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Ben_CR_2025_v1.2 (10) (2) (5) (16) (4).mq5","608.9","hedge","y","hedge","y"
"bossredbullracingaddhedginglotrevaddlothedgingmultifixbug","2","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Redbull Racing\old\(Boss) Redbull Racing add hedging lot_rev4.3_add lot hedging multi_fix_bug.mq5","381.5","hedge","n","hedge","n"
"ohpunlothedging","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) pun lot hedging v15.mq5","379.7","ADX;ATR;hedge","y","hedge","n"
"ohccicurrenciesstrengthatrrankingnearby","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(Oh) CCI Currencies Strength ATR  Ranking Nearby  V09.mq5","763.4","CCI;ATR;hedge;news","y","hedge","n"
"ohadvancedashboardmanualsemiauto","2","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(oh) Advance Dashboard Manual-Semi-Auto.mq5","1404.6","hedge;news","y","hedge","n"
"advancedashboardmanualsemiauto","2","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Advance Dashboard Manual-Semi-Auto.mq5","1405.7","hedge;news","y","hedge","n"
"bossdynamicbreakrsiforswandbrakerevhedginglot","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Dynamic RSI\old\(Boss) Dynamic break RSI for SW  and Brake rev 3.4 hedging lot.mq5","382.5","RSI;ATR;hedge","y","hedge","n"
"jobotarbitagepairs","15","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week6\(Jobot) Arbitage 6 Pairs.mq5","228.6","martingale","y","grid-martingale","y"
"bosspriceactiontrendlinefiboadvancemmrev","15","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.6.mq5","543.8","martingale","y","grid-martingale","n"
"eptoolsbronze","10","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\Tools\EP.16 Tools (Bronze).mq5","1061.1","martingale","y","grid-martingale","n"
"bossdynamicbreakandswrsirev","10","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(Boss) Dynamic  break and SW RSI rev 4.mq5","600.9","RSI;martingale","y","grid-martingale","n"
"peeramanormalgridealimittrademultisymbol","9","D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\Peera MA Normal Grid EA 5.1 Limit Trade Multi Symbol.mq5","798.6","MACD;grid","y","grid-martingale","y"
"bossadvancemmconnectdlbywobrrev","9","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\(Boss)Advance MM Connect DL by WOBR rev 1.55.mq5","511.3","MACD;RSI;ADX;ATR;martingale","y","grid-martingale","n"
"jobotpriceactiontrendlinefibomartingale","7","D:\Forex\30_OPTIMIZATION\OLD_Report\Report\(Jobot) Price Action - Trend Line -Fibo -Martingale\(Jobot) Price Action - Trend Line -Fibo -Martingale .mq5","595.6","martingale","n","grid-martingale","n"
"jobotcorrelationwithmacdandatrplusseries","7","D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(Jobot) Correlation with MACD and ATR Plus Series V2.1.mq5","344.3","MACD;ATR;martingale","y","grid-martingale","y"
"jobottrendlinebyzigzagmartingale","7","D:\Forex\30_OPTIMIZATION\OLD_Report\Report\(Jobot) Trend Line by Zigzag Martingale\(Jobot) Trend Line by Zigzag Martingale.mq5","484.5","martingale","n","grid-martingale","n"
"bossrebatetrendadx","7","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) trend ema +adx\old\(Boss)Rebate trend+adx v4.1.mq5","330.3","ADX;martingale","y","grid-martingale","n"
"jobotcalarbitragewithindicators","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Cal 3 Arbitrage with Indicators.mq5","336.4","martingale;arbitrage","y","grid-martingale","y"
"jobotselftrendlinebreak","6","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Jobot) Self Trend Line Break .mq5","376.9","grid","n","grid-martingale","n"
"jobotfastshotarbitragex","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Fast Shot Arbitrage 10X.mq5","353.3","martingale;arbitrage","y","grid-martingale","y"
"gohaigenworkshop","6","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\(Goh) AI gen Workshop1.mq5","312.2","martingale","y","grid-martingale","n"
"rhymevolume","6","D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Rhyme) Volume-2.mq5","269.3","martingale","y","grid-martingale","y"
"jobotcorrelationwithccimartingale","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Correlation with CCI Martingale.mq5","250.9","CCI;martingale","y","grid-martingale","y"
"jobotarbitragesuperprofit","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Arbitrage Super Profit.mq5","248.8","martingale;arbitrage","y","grid-martingale","y"
"jobotcorrelationwithcciplusseries","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Correlation with CCI Plus Series.mq5","250.7","CCI;martingale","y","grid-martingale","y"
"e","6","D:\Forex\10_EA_PROJECTS\2. wait for test\EA fxdreema other id\143 E4.7.4 v2.mq5","469.4","grid","y","grid-martingale","y"
"jobotselftrendline","6","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Jobot) 001 Self Trend Line  (1).mq5","568.1","grid;martingale","n","grid-martingale","n"
"jobottrendlinewatl","6","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Jobot) Trend Line WATL.mq5","631.9","grid;martingale","n","grid-martingale","y"
"bossdynamicbreakrsirevfuxedbug","6","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Dynamic RSI\old\(Boss) Dynamic  break RSI rev 4.1 fuxed bug.mq5","442.3","RSI;grid;martingale","y","grid-martingale","n"
"jobotarbitragetpsl","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Arbitrage TP SL v2.mq5","229.3","martingale;arbitrage","y","grid-martingale","n"
"jobotgoldtrailingpending","6","D:\Forex\50_KNOWLEDGE\02_Courses\1. Course_EA\jobot EA\(Jobot) Gold Trailing Pending.mq5","470.9","martingale","n","grid-martingale","n"
"bosspsarfollowtrendrevlotplus","6","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) PSAR follow Trend\old\(Boss) PSAR follow trend rev 1.1 lot plus.mq5","428.2","martingale","n","grid-martingale","n"
"1-1-3.mq5","6","D:\Forex\50_KNOWLEDGE\02_Courses\File\0. Jobot\1000+ EA BOT MOGUL Bundles\MT5 (ex5)\Forex\1\1-1\1-1-3\1-1-3.mq5","410.8","martingale","n","grid-martingale","n"
"aigenhedge","6","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+01\AI Gen Hedge.mq5","218.7","martingale;hedge","y","grid-martingale","n"
"aillmtradingmartingaleea","5","D:\Forex\10_EA_PROJECTS\.Final EA\Day3 AI Trading Agent\update fxdreema LLM\AI 5 LLM Trading  Martingale (ea1) (1).mq5","577.1","martingale","n","grid-martingale","y"
"jobotfxdifferentialgrid","5","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\(Jobot) FX Differential Grid .mq5","464.6","grid","y","grid-martingale","n"
"profittrigger","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\Profit Trigger\Profit Trigger.mq5","442.3","martingale","y","grid-martingale","y"
"oharbitragesuperprofit","5","D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(Oh) Arbitrage Super Profit V02.mq5","282.9","martingale;arbitrage","y","grid-martingale","y"
"ohpriceactiontrendlinefibomartingale","5","D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\(OH) Price Action - Trend Line -Fibo -Martingale  V20.mq5","375.1","martingale","y","grid-martingale","y"
"correlation","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\Correlation\Correlation V1.0.mq5","329.8","grid","y","grid-martingale","y"
"surefire","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\SureFire\SureFire V1.0.mq5","459.8","grid","y","grid-martingale","y"
"ohrecoveryhedgingsystemwithsl","5","D:\Forex\10_EA_PROJECTS\2. wait for test\(OH) EA\(OH) Recovery Hedging System with SL V05.mq5","305.9","grid;martingale;hedge","y","grid-martingale","y"
"hedgeadx","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\HedgeAdx\HedgeAdx V1.0.mq5","316.6","martingale","y","grid-martingale","y"
"bev","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\BEV\BEV V1.0.mq5","410.4","grid","y","grid-martingale","y"
"alpha","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\Alpha\Alpha V1.0.mq5","491.4","grid","y","grid-martingale","y"
"ohgridlotdifhedgingea","5","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(OH) Grid Lot Dif Hedging EA V04.mq5","415.9","grid;martingale;hedge","y","grid-martingale","y"
"exgridtradingsystemandhedginglotsrev","5","D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX177 - Grid Trading System and Hedging Lots rev 2.2.mq5","435.5","grid;hedge","n","grid-martingale","y"
"surfgold","5","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\AI workshop3\EA10\SurfGold\SurfGold V1.0.mq5","469.7","grid","y","grid-martingale","y"
"joboteaawesomeoscillator","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\EA_For_AIGen_Video\07 - Awesome Oscillator\(Jobot) EA02 Awesome Oscillator.mq5","214.8","AO/AC;martingale","y","grid-martingale","n"
"rsibasic","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+02\RSI basic.2.mq5","195.6","RSI;martingale","y","grid-martingale","n"
"tableaiwork","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\back up\jobot.meeting01+03\table4 ai work 1.mq5","314.3","martingale","y","grid-martingale","n"
"jobotmmlogarithmways","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\EA_For_AIGen_Video\02 - Logarithm 2 way\(Jobot) MM Logarithm 2 ways.mq5","323.2","martingale","y","grid-martingale","n"
"knakayama","4","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\K-Nakayama52-5.mq5","409","martingale","y","grid-martingale","n"
"jobotcandlebodyscalpingea","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\EA_For_AIGen_Video\06 - Candle body Scalping EA\(Jobot) Candle body Scalping EA.mq5","289.3","martingale;scalp","y","grid-martingale","n"
"jobotgoldsdoptimized","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\EA_For_AIGen_Video\01 - Gold SD Optimized\(Jobot) GOLD SD Optimized v1.mq5","225.7","martingale","y","grid-martingale","n"
"excustomgridtshlotsmtideafromstudent","4","D:\Forex\10_EA_PROJECTS\1. review EA\3. ready to use\EX177-Custom1- Grid T-S-H Lots MT5 [Idea from Student]1.mq5","309.5","grid;martingale;hedge","y","grid-martingale","y"
"gridprofitwayrvlockv","4","D:\Forex\10_EA_PROJECTS\2. wait for test\2025-08\Grid Profit-2-way  RV1[LOCK]V3.mq5","314.8","grid;martingale","y","grid-martingale","n"
"jobotpullback","4","D:\Forex\50_KNOWLEDGE\02_Courses\File\2. Course_AI_GEN\EA_For_AIGen_Video\04 - 50-100 Pullback\(Jobot) 50-100 Pullback.mq5","254.8","martingale","y","grid-martingale","n"
"maromanticstlyemqlgbpusdset","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\4ma_romanticstlye_mql5_v1.2_gbpusd_set1.mq5","372.6","martingale","y","grid-martingale","y"
"niyombotvoteclosealllotdh","3","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\(Niyombot) Vote Close All Lot.D H1 V6.mq5","394.4","martingale","y","grid-martingale","y"
"followtrendpro","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Follow Trend Pro 1.4.mq5","454","ATR;martingale","y","grid-martingale","y"
"jobotxbitcoinstocksdcarev","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(JobotX) BITCOIN STOCKs DCA rev5.mq5","326.6","martingale","y","grid-martingale","y"
"aomultiverscdhlstd","3","D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\Ao Multivers CDHL (STD).mq5","297.2","grid","y","grid-martingale","n"
"recoverypercentddkeeplasttradevok","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Recovery Percent_DD Keep Last Trade V 3 OK.mq5","361","grid;martingale","y","grid-martingale","y"
"metafxmdbollingerbookrevmt","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\[METAFX]MD-032 Bollinger Book rev MT5.mq5","420.5","RSI;Bollinger;martingale","y","grid-martingale","y"
"jobotfxcorrelationrsigridea","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) FX Correlation RSI  Grid EA.mq5","221.7","RSI;grid;martingale","y","grid-martingale","n"
"nrtrchannel","3","D:\Forex\10_EA_PROJECTS\.Final EA\. MQL5\Indicators\Free Indicators\NRTR Channel.mq5","11.2","ATR;martingale","n","grid-martingale","y"
"jobotccicurrenciesstrengthflipcoinrrratio","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week9\(Jobot) CCI Currencies Strength Flip Coin RR Ratio.mq5","629.3","CCI;martingale;news","y","grid-martingale","n"
"dynamicgrid","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Dynamic Grid V1.1.mq5","523","ATR;grid;martingale","y","grid-martingale","y"
"rhymestochastic","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(Rhyme) Stochastic.mq5","261.2","Stochastic;martingale","y","grid-martingale","y"
"bbmartingalekeeplast","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\BB MARTINGALE KeepLast V1.4.mq5","542.4","martingale","y","grid-martingale","y"
"jobotelliottwavezone","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\Elliot wave\(Jobot) Elliott Wave 5 Zone v1.mq5","579","martingale","n","grid-martingale","y"
"ohrecoveryhedgingsystemwithslvcc","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(OH) Recovery Hedging System with SL V02CC.mq5","308.8","martingale;hedge","y","grid-martingale","y"
"jobotcorrelationwithmacdandatrmartingale","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Correlation with MACD and ATR Martingale.mq5","253.4","MACD;ATR;martingale","y","grid-martingale","n"
"martingalebasic","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Martingale Basic.mq5","442.7","ATR;martingale","y","grid-martingale","y"
"railenhhaiben","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\rai lenh hai ben.mq5","274.5","martingale","y","grid-martingale","y"
"virginsucdemoport","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\VirginsUC(DemoPort175002117).mq5","291.7","martingale","y","grid-martingale","y"
"eanewscorejjtimefilter","3","D:\Forex\10_EA_PROJECTS\2. wait for test\2024-06\New folder\EA News  COREJJ   27 Time filter .mq5","439","ATR;martingale;news","y","grid-martingale","n"
"fxdifferentialgrid","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\FX Differential Grid .mq5","473.3","grid","y","grid-martingale","y"
"winningproupdate","3","D:\Forex\10_EA_PROJECTS\1. review EA\2. More test and adapt\Winning Pro 2.5 (Update).mq5","320.2","grid","y","grid-martingale","y"
"jobotpartialarbitageaddonwinning","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot)  Partial Arbitage add on winning.mq5","225.9","martingale","y","grid-martingale","n"
"jobotperfecttriarbitrageanysymbols","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot) Perfect Tri Arbitrage Any Symbols.mq5","414.5","martingale;arbitrage","y","grid-martingale","n"
"jobotrsimartingale","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week3\(Jobot) RSI Martingale.mq5","249.4","RSI;martingale","y","grid-martingale","n"
"goldnsscalpingea","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Gold_NS_Scalping_EA2.mq5","340.5","martingale;scalp","y","grid-martingale","y"
"niyombotpriceactionclosealllotdh","3","D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\EA\OK\(Niyombot) Price Action Close All Lot.d H1.mq5","373.9","martingale","y","grid-martingale","y"
"pumlotrebate","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\PUM LOT Rebate.mq5","241.9","martingale","y","grid-martingale","y"
"jobotreversehighvelocitytradinggold","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\jobot EA\(Jobot) Reverse High velocity Trading Gold.mq5","334.1","martingale","n","grid-martingale","y"
"jobotmastergridatrbydeductiona","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\jobot EA\(Jobot) Master GRID ATR 1by1 Deduction -A (1).mq5","411.4","ATR;grid;martingale","n","grid-martingale","y"
"gridhorizontallinetrailingvreverser","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Grid Horizontal Line Trailing v.5_Reverse_R1.mq5","352","grid;martingale","y","grid-martingale","y"
"jobotpartialarbitageaddonlossing","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot)  Partial Arbitage add on lossing.mq5","225.9","martingale","y","grid-martingale","n"
"joboteamartingale","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week3\(Jobot) EA Martingale .mq5","593.3","martingale","n","grid-martingale","n"
"mastergridatrplus","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Master GRID ATR plus (1).mq5","670.4","ATR;grid","n","grid-martingale","y"
"jobotelliottwavecorrectionpriceaction","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\Elliot wave\(Jobot) Elliott Wave 14 Correction Price Action v1.mq5","704.2","martingale","n","grid-martingale","y"
"ohgridlotdifhedgingeavd","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(OH) Grid Lot Dif Hedging EA V03D.mq5","415.9","grid;martingale;hedge","y","grid-martingale","y"
"jobotoildifferentialmartingale","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) OIL Differential Martingale.mq5","468.5","martingale","y","grid-martingale","n"
"qqqnoname","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\qqq - no name.mq5","423.3","martingale","n","grid-martingale","y"
"jobottradehedgemt","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week10\(Jobot) Copy Trade Hedge MT5.mq5","375.8","grid;hedge","y","grid-martingale","n"
"ohpartialarbitageaddonlossingvd","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(oh)  Partial Arbitage add on lossing V03D.mq5","423.3","martingale","y","grid-martingale","y"
"jobotplotcorrelationdif","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) Plot Correlation DIF.mq5","152.2","grid","y","grid-martingale","n"
"dashboardxvolumexpriceac","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Dashboard x Volume xPriceAc.mq5","606.7","martingale","y","grid-martingale","y"
"mastergridbbplus","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Master GRID BB plus1.mq5","672.7","grid","n","grid-martingale","y"
"qqqtrainningrobovd","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\QQQ TRAINNING ROBO V8D.mq5","421.6","MACD;martingale","n","grid-martingale","y"
"metafxmdbollingerbook","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\[METAFX]MD-032 Bollinger Book.mq5","420.4","RSI;Bollinger;martingale","y","grid-martingale","y"
"jobotoildifferentialgrid","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week7\(Jobot) OIL Differential Grid (1).mq5","427.4","grid","y","grid-martingale","n"
"insidebarmartingalev","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\_Inside Bar Martingale V.7 (1).mq5","702.4","martingale","n","grid-martingale","y"
"compalmsutr","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\CompalM SuTr 56.mq5","354.5","martingale","y","grid-martingale","y"
"mastergridmulti","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\MASter grid multi.mq5","273.7","grid","y","grid-martingale","y"
"jobotacrossterminalcalculate","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week10\(Jobot) Across Terminal (Calculate).mq5","464.9","grid","n","grid-martingale","n"
"jobotpartialarbitagepairssto","3","D:\Forex\50_KNOWLEDGE\02_Courses\File\1. Course_EA\! JOBOT Week\EA Week6\(Jobot)  Partial Arbitage 3 Pairs STO.mq5","231","martingale","y","grid-martingale","n"
"rebate","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Rebate888 V2.mq5","279.9","martingale","y","grid-martingale","y"
"atomicmultigroupscalpingearsilevelseparationrv","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Atomic147 - Multi Group Scalping EA [RSI Level Separation]RV1.mq5","417","RSI;grid;hedge;scalp","y","grid-martingale","y"
"rmclosingscalpingvterminate","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\(RM)Closing Scalping V.1.5.2(Terminate).mq5","296.5","martingale;scalp","y","grid-martingale","y"
"gridpunlotbasicv","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\Grid Pun Lot Basic V.2.mq5","870.4","MACD;ATR;grid","y","grid-martingale","y"
"eascalpinggrid","3","D:\Forex\10_EA_PROJECTS\1. review EA\wait_Fxdreema MT5\EA17-Scalping Grid.mq5","249.8","grid;martingale;scalp","y","grid-martingale","y"
