"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","rough_family","already_known"
"bossgridhorizontallinetrailingrevfiborevconfiglot","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 2 (config lot).mq5","369","grid;martingale","y","grid-martingale","n"
"bosssupermax","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) supermax\(Boss) Supermax .mq5","234.3","martingale","y","grid-martingale","n"
"bossrsiobosrevnearbypipmartingale","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) RSI OBOS\New folder\(Boss)RSI OBOS_rev3-4 (nearby pip+martingale).mq5","504.2","RSI;martingale","n","grid-martingale","n"
"bosssmartgrid","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\rev 2\Boss - 2 Smart Grid.mq5","15.2","RSI;Bollinger;ADX;ATR;grid;martingale","n","grid-martingale","n"
"bosstrendemaadxmtatrnearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action -Martingale +TMA\old\(Boss)Trend ema+adx V6.15 mt4 atr nearby.mq5","579.1","ADX;ATR;martingale;hedge","n","grid-martingale","n"
"bosspriceactiontrendlinefiboadvancemmrevaddtp","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action - Trend Line -Fibo-Advance MM\old\(BOSS) Price Action - Trend Line -Fibo-Advance MM rev1.01 add tp.mq5","539.5","martingale","y","grid-martingale","n"
"bossadaptivegrid","1","D:\Forex\10_EA_PROJECTS\Claude EA\EA MQL5 AI gen\Boss - Adaptive Grid.mq5","40.1","iMA;ATR;breakout;grid;martingale","n","grid-martingale","n"
"thanoseasourcecode","1","D:\Forex\10_EA_PROJECTS\2. wait for test\2026-07\Thanos EA Source Code.mq5","51.4","RSI;grid;news","n","grid-martingale","n"
"bossinfinixea","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Infinix\(Boss) Infinix EA.mq5","386.3","grid;martingale;news","y","grid-martingale","n"
"bossgoldrobotscalpingtimebomb","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Gold Robot Scalping Time Bomb\[Boss] Gold Robot Scalping Time Bomb .mq5","310.8","grid;scalp","y","grid-martingale","n"
"gridmoatr","1","D:\Forex\10_EA_PROJECTS\1. review EA\1. wait develop\Grid197 MO ATR.mq5","345.5","ATR;grid;hedge","y","grid-martingale","n"
"bossgridhorizontallinetrailingrevfiborevconfiglottf","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Boss) Grid Horizontal Line Trailing rev Fibo rev 3 (config lot+TF).mq5","369.5","grid;martingale","y","grid-martingale","n"
"jobotpriceactiontrendlinefibomartingalehedgingatrnearby","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Price Action - Trend Line -Fibo -Martingale v3.1 Hedging + atr + nearby\(Jobot) Price Action - Trend Line -Fibo -Martingale v3.2 Hedging + atr + nearby.mq5","654.4","ATR;martingale;hedge","n","grid-martingale","n"
"bossadvancemmsar","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\Template\old\(Boss)Advance MM_SAR.mq5","391.8","martingale","y","grid-martingale","n"
"aillmtradingpendingearevclosepercent","1","D:\Forex\10_EA_PROJECTS\.Final EA\Day3 AI Trading Agent\AI 2 LLM Trading  Pending (ea1)rev1 close percent.mq5","217.4","martingale","y","grid-martingale","y"
"gridorgtarcd","1","D:\Forex\10_EA_PROJECTS\1. review EA\1. wait develop\Grid197 ORG TAR CD.mq5","395.7","grid;hedge","y","grid-martingale","n"
"bossadvancemmrsi","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\Template\old\(Boss)Advance MM_RSI.mq5","391.9","martingale","y","grid-martingale","n"
"jobotgridhorizontallinetrailingv","1","D:\Forex\10_EA_PROJECTS\(Boss) EA write + USE\(Boss) Grid Horizontal Line Trailing Fibo\Old\(Jobot) Grid Horizontal Line Trailing v.4.mq5","460.2","grid;martingale","n","grid-martingale","n"
"ohcombinegridupandlow","1","D:\Forex\10_EA_PROJECTS\1. review EA\0. Not work\(oh) combine grid UpAndLow v06.mq5","390.6","grid","y","grid-martingale","n"
