"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","has_mart_block","rough_family","already_known"
"clear_the_board_bee_otch","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Clear The Board Bee-otch.mq4","1.4","","n","n","other","n"
"close_all_pending_orders","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-04\Close all pending orders.mq4","1","","n","n","other","n"
"close_basket","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Close_Basket2.mq4","2","","n","n","other","n"
"close_basket_profit","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Close_Basket_Profit.mq4","2.4","","n","n","other","n"
"close_delete_everthing_asap_now_profit_hour","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Close_Delete_Everthing_ASAP_Now_Profit_Hour.mq4","2.3","","n","n","other","n"
"close_onepair_open_and_pending_orders","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Close_onepair_open_and_pending_orders.mq4","1.5","","n","n","other","n"
"closemall_hour_input_bee_otch","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\CloseMall_Hour_Input Bee-otch-666.mq4","1.3","","n","n","other","n"
"closeontime","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\CloseOnTime.mq4","2","","n","n","other","n"
"colorosma","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\ColorOsMA.mq4","3.1","iMA","n","n","trend","n"
"copy_of_27_23_rule","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Copy of 27-23 Rule.mq4","6.3","","n","n","other","n"
"coramac","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Coramac_0001.mq4","2.7","","n","n","other","n"
"csv_to_hst","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\csv_to_hst.mq4","2.9","","n","n","other","n"
"daily_scalp","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Daily Scalp.mq4","2.7","","n","n","other","n"
"daydream","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Daydream01.mq4","3.6","","n","n","other","n"
"daytrading","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading5.mq4","9.6","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"daytrading_template","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading Template.mq4","8.5","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"daytrading02_a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading02-a.mq4","7.8","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"daytrading3_a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading3-a.mq4","8.6","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"daytrading301_a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DayTrading301-a.mq4","8.6","iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"dealer_lots_management_manual","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Dealer Lots Management Manual.mq4","9.5","iMACD","n","n","trend","n"
"decorator_ron_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Decorator_Ron_v01.mq4","1.1","","n","n","other","n"
"deltaforce","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Deltaforce.mq4","2.8","","n","n","other","n"
"deretzv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DERETZV1.mq4","8","iMA|iATR","n","n","trend","n"
"divergence_trader","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Divergence Trader.mq4","14.8","iMA","n","n","trend","n"
"dlmv1_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DLMv1[1].1.mq4","12.2","iCustom|iMACD","y","n","trend","n"
"doji_arrows_expert","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\doji_arrows expert1.mq4","7.2","iCustom|iCCI","y","n","oscillator","n"
"doji_arrows_expert","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\doji_arrows expert.mq4","6.7","iCustom|iCCI","y","n","oscillator","n"
"dojitrader_fxid10t_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DojiTrader_fxid10t_mod.mq4","6.2","","n","n","other","n"
"dojitrader_fxid10t_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DojiTrader fxid10t mod1.mq4","6.6","","n","n","other","n"
"dojitrader_fxid10t_mod","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DojiTrader fxid10t mod.mq4","6.4","","n","n","other","n"
"donchain_counter_channel_system","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Donchain counter-channel system.mq4","6.5","iCustom","y","n","breakout","n"
"dong_fair_value_gap_ma_14_buy","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\DONG Fair Value Gap _ MA 14 BUY.mq4","513.4","","n","n","other","n"
"dong_fair_value_gap_ma_14_ex","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\DONG Fair Value Gap _ MA 14 EX001.994(1).mq4","474.8","","n","n","other","n"
"dong_fair_value_gap_ma_14_sell","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\DONG Fair Value Gap _ MA 14 SELL.mq4","524.3","","n","n","other","n"
"dong_gold_v1_ex","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\Dong GOLD V1  EX001.5.mq4","593.5","","n","n","other","n"
"dorian_ash","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Dorian-Ash_v1.0.mq4","16.7","","n","n","breakout","n"
"doublema_breakout_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DoubleMA_BreakOut_EA.mq4","26.8","iMA","n","n","breakout","n"
"doublema_crossover_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DoubleMA_Crossover_EA.mq4","22","iMA","n","n","trend","n"
"dt_rsi_exp","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\DT-RSI-EXP1.mq4","8.1","iCustom|iRSI","y","n","oscillator","n"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.3.04.mq4","19.8","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.21.mq4","18","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.3.03.mq4","18.5","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.18.mq4","19.9","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e-3-01.mq4","14","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e1.3.01.mq4","14.1","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e1.3.03.mq4","18.4","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e 3.0.mq4","14.6","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.3.01.mq4","14.3","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e 3.02.mq4","14.1","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e_3_03_001.mq4","16.9","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.20.mq4","19.8","iMA","n","n","trend","y"
"e","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.19.mq4","18","iMA","n","n","trend","y"
"e_2_11_5min_gbpusd","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.11 5min GBPUSD.mq4","13.5","iMA","n","n","trend","n"
"e_2_12_5min","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.12 5min.mq4","13.6","iMA","n","n","trend","n"
"e_2_13_5min_scalper","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.13 5min Scalper.mq4","17.5","iMA","n","n","trend","n"
"e_2_15_5_min_scalper","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.15 5 min scalper.mq4","13.6","iMA","n","n","trend","n"
"e_2_16_5min_scalper","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.16 5min Scalper.mq4","13.3","iMA","n","n","trend","n"
"e_2_17_5min_scalper","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.2.17 5min Scalper.mq4","15.8","iMA","n","n","trend","n"
"e_3_01_22_oct","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.3.01 22 oct.mq4","13.6","iMA","n","n","trend","n"
"e_3_05a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e.3.05a.mq4","23.1","iMA","n","n","trend","n"
"e_5msar_v_1","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e-5mSAR_v[1].0.2.mq4","7.9","iSAR","n","n","trend","n"
"e_friday","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\e-Friday.mq4","8.5","","n","n","other","n"
"ea_2bar_trend_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]2Bar trend_Ron_MT4_v01.mq4","0.9","","n","n","other","n"
"ea_2ma_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]2MA_DivergenceTrader_Ron_MT4_v04.mq4","16.1","iMA","n","n","trend","n"
"ea_2max_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]2MAX_Ron_MT4_v01.mq4","14.5","iMA","n","n","trend","n"
"ea_2max_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]2MAX_Ron_MT4_v02.mq4","15.2","iMA","n","n","trend","n"
"ea_ai_jump","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\EA-AI-Jump.mq4","218.6","","n","y","breakout","n"
"ea_ai_martingale","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\EA-AI-Martingale.mq4","218.6","","n","y","breakout","n"
"ea_bolltrade_ron_mt4_v03c","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]BollTrade_Ron_MT4_v03c.mq4","14.2","iBands","n","n","other","n"
"ea_buybuybuy_mt4_ron_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]BUYBUYBUY_MT4_Ron_V01.mq4","4.5","","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\_ea_DivergenceTrader_Ron_MT4_v05.mq4","15","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v07.mq4","14","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v11.mq4","10.9","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v05.mq4","15","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v071.mq4","13.5","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v041.mq4","15","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v04.mq4","15","iMA","n","n","trend","n"
"ea_divergencetrader_ron_mt4_v04y","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]DivergenceTrader_Ron_MT4_v04y1.mq4","16.7","iMA","n","n","trend","n"
"ea_framecloser_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]FrameCloser_Ron_MT4_v04.mq4","3.1","","n","n","other","n"
"ea_lambo","2","D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA Lambo   43168831.mq4","276.1","iATR","n","y","breakout","n"
"ea_no_way","2","D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\EA  NO WAY  1.0.mq4","309.8","","n","y","breakout","n"
"ea_tradecloser_ron_mt4_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]TradeCloser_Ron_MT4_v00.mq4","2.8","","n","n","other","n"
"ea_trendfollower_v11_mt","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\ea_TrendFollower_v11_MT4.mq4","8.5","iMA","n","n","trend","n"
"ea_twoperbar_ron_mt4_vtest","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]TwoPerBar_Ron_MT4_vTEST01.mq4","2.4","","n","n","other","n"
"ea_x_a_b_c_gold_low_spread_ultimate","2","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EA X-A-B-C Gold low spread ultimate (1).mq4","292.6","iCustom|iMA","y","y","breakout","n"
"ea_xrsi47_mt4_ron_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]XRSI47_MT4_Ron_v00.mq4","4.1","iRSI","n","n","reversion","n"
"ea_xrsi47_mt4_ron_v00b","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]XRSI47_MT4_Ron_v00b.mq4","4.6","iRSI","n","n","reversion","n"
"ea_xrsi47_mt4_ron_v03a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]XRSI47_MT4_Ron_v03a.mq4","7.3","iRSI","n","n","reversion","n"
"ea_xrsi47_mt4_ron_v03c","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\[ea]XRSI47_MT4_Ron_v03c.mq4","7.2","iRSI","n","n","reversion","n"
"ea02_awesome_oscillator","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\07 - Awesome Oscillator\7\EA02\EA02 Awesome Oscillator .mq4","186.8","iAO","n","y","other","n"
"ea03_count_macd","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA_For_AIGen_Video\08 - Count MACD\8\EA03\EA03 Count MACD.mq4","215.2","iMACD","n","y","trend","n"
"efxsi","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\eFXSI.mq4","17.6","iCustom|iStochastic|iADX|iBands|iCCI","y","n","oscillator","n"
"egideon","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\eGideon.mq4","16.5","","n","n","other","n"
"elder","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\elder1.mq4","4","iStochastic|iMACD","n","n","oscillator","n"
"ema_angle","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_Angle.mq4","5.2","iMA","n","n","trend","n"
"ema_bb_ea","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\EMA&BB EA.mq4","179.6","iMA|iBands","n","y","breakout","n"
"ema_cross","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA-CROSS.mq4","6","iMA","n","n","trend","n"
"ema_cross","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2.mq4","6","iMA","n","n","trend","n"
"ema_cross","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS.mq4","5.7","iMA","n","n","trend","n"
"ema_cross_2_ronmodv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2_RonModV71.mq4","6.1","iMA","n","n","trend","n"
"ema_cross_2_ronmodv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2_RonModV7.mq4","6.2","iMA","n","n","trend","n"
"ema_cross_2_ronmodv7a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2_RonModV7a.mq4","17.9","iMA","n","n","trend","n"
"ema_cross_2_ronmodv7mini","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2_RonModV7mini.mq4","6.1","iMA","n","n","trend","n"
"ema_cross_2fresh","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2Fresh1.mq4","7.1","iMA","n","n","trend","n"
"ema_cross_2fresh","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2Fresh.mq4","7.1","iMA","n","n","trend","n"
"ema_cross_2freshrlh","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2FreshRLH.mq4","7.1","iMA","n","n","trend","n"
"ema_cross_2tdavid","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_2tdavid.mq4","7.5","iMA","n","n","trend","n"
"ema_cross_contest_hedged","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_CONTEST_HEDGED.mq4","8.8","iMA|iMACD","n","n","trend","n"
"ema_cross_derk_v","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMA_CROSS_Derk_v01.mq4","10.2","iMA","n","n","trend","n"
"emaangle","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMAAngle.mq4","4.1","iMA","n","n","trend","n"
"emaanglezero","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EMAAngleZero.mq4","5","iMA","n","n","trend","n"
"email","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\email.mq4","2.5","iIchimoku","n","n","trend","n"
"envelope","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Envelope 2.1.mq4","13.5","iMA","n","n","trend","n"
"envelope","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Envelope 2.mq4","13.1","iMA","n","n","trend","n"
"ex109_gold_robot_scalping_angle_calculation","2","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX109- Gold Robot Scalping [Angle Calculation] (1).mq4","280.1","","n","y","breakout","n"
"ex127_gold_robot_scalping_dynamic_grid_zone_and_hedging_strategy_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\EX127 - Gold Robot Scalping [Dynamic Grid Zone and Hedging Strategy] RV1.mq4","335.7","","n","y","breakout","n"
"ex127_gold_robot_scalping_dynamic_grid_zone_and_hedging_strategy_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-04\EX127 - Gold Robot Scalping [Dynamic Grid Zone and Hedging Strategy] RV2.mq4","763.8","","n","n","other","n"
"ex131_3_okcmmadvance_trading_robot_rsi_and_bb_strategy_no","2","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX131 -แก้เพิ่ม-3# okcmmAdvance Trading Robot [RSI and BB Strategy] NO.mq4","280.2","iRSI|iBands","n","y","reversion","n"
"ex143_multi_group_scalping_ea_count_n_times_to_modify_lot_size_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-11\EX143 - Multi Group Scalping EA [Count N times To Modify Lot Size]RV2.mq4","739.3","","n","n","other","n"
"ex143_rv1_multi_time_frame","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX143 - RV1 Multi Time Frame.mq4","791.2","","n","n","other","n"
"ex153_multi_group_scalping_ea_macd_and_ema_rv1_and_screen_shot","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\wait for testttt\EX153 - Multi Group Scalping EA [MACD and EMA] RV1 and Screen Shot.mq4","375.2","iMA|iMACD","n","y","breakout","n"
"ex173_scalping_ea_bb_strategy","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-04\EX173 - Scalping EA [BB Strategy].mq4","764.3","","n","n","other","n"
"ex175_bb_strategy_and_rebalance","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX175 - BB Strategy and Rebalance (3).mq4","647.7","","n","n","other","n"
"ex179_multi_group_scalping_ea_double_hammer","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX179- Multi Group Scalping EA [Double Hammer].mq4","753.1","","n","n","other","n"
"ex183_multi_group_scalping_ea_two_ema_and_price_pattern","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\EX183 - Multi Group Scalping EA [Two EMA and Price Pattern].mq4","727.3","","n","n","other","n"
"ex186_demand_and_supply_zone","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\EX186 - Demand and Supply Zone.mq4","612.4","","n","n","other","n"
"ex188_setup_money_management","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\EX188 - Setup Money Management.mq4","484.5","","n","n","other","n"
"ex189_multi_group_scalping_ea","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\EX189 - Multi Group Scalping EA.mq4","552.1","","n","n","other","n"
"ex39_throwback_trading_strategy_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX39 - Throwback Trading Strategy - RV1.mq4","637.5","","n","n","other","n"
"ex52_close_first_order_and_only_profit_order_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-04\EX52 - Close First Order and Only Profit Order RV3.mq4","866.4","","n","n","other","n"
"ex52_close_first_order_and_only_profit_order_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX52 - Close First Order and Only Profit Order  RV2.mq4","362.9","iMA","n","y","breakout","n"
"ex55_liquidity_and_inducement_trap_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-07  _all done\EX55 - Liquidity and inducement trap RV1.mq4","629.6","","n","n","other","n"
"ex76_advance_trading_robot_no_16_ema_trendline_strategy_rv","2","D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\EX76- Advance Trading Robot No.16 [EMA Trendline Strategy]RV1.mq4","352.9","iMA","n","y","breakout","n"
"ex76_advance_trading_robot_no_16_ema_trendline_strategy_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX76- Advance Trading Robot No.16 [EMA Trendline Strategy]RV1.mq4","718.8","","n","n","other","n"
"ex81_advance_trading_robot_rsi_divergence_rv","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\EX81 - Advance Trading Robot [RSI Divergence] RV1.mq4","752.5","","n","n","other","n"
"eyeo_za","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\EYEO拁ZA.MQ4","4.2","","n","n","other","n"
"f_ai_gen_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\[F] AI gen Workshop1.mq4","294.4","iMA|iADX|iATR","n","y","breakout","n"
"f_ai_gen_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\[F] AI gen Workshop1 (1).mq4","305.6","iMA|iADX|iATR","n","y","breakout","n"
"f_ai_gen_workshop","2","D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\[F] AI gen Workshop1_2.mq4","292.2","iMA|iADX|iATR","n","y","breakout","n"
"farhad","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Farhad1.mq4","7.9","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhad","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Farhad3.mq4","9.7","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhad","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Farhad.mq4","7.9","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhad3a","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\Farhad3a.mq4","6.3","iMA","n","n","trend","n"
"farhadcrab_h","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadCrab-H1.mq4","14.9","iMA|iRSI|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhadcrab1_showingequity","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadCrab1_showingequity.mq4","16.6","iMA|iRSI|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhadcrab1_showingequity_maxpos_sl_backtestonly","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadCrab1_showingequity_maxpos_SL_BACKTESTONLY.mq4","16.7","iMA|iRSI|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhadhill","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadHill.mq4","28.5","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
"farhadhill","2","D:\Forex\01_INBOX_NEW\2.3 wait for test\930 Mq4 Ea pack\FarhadHill1.mq4","29.6","iMA|iStochastic|iMACD|iSAR|iMomentum","n","n","oscillator","n"
