"family_name","copies","representative_path","size_kb","mechanism_keywords","uses_iCustom","has_mart_block","rough_family","already_known"
"jobot_ea_stop_out_pending_hedge","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) EA Stop out Pending Hedge .mq4","333.2","","n","n","other","n"
"jobot_elliott_wave_123_dont_care_45abc_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Elliott Wave 123 Dont care 45ABC v1.mq4","274.9","iRSI","n","y","reversion","n"
"jobot_elliott_wave_123_dont_care_45abc_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week9\(Jobot) Elliott Wave 123 Dont care 45ABC v1.mq4","545.9","","n","n","other","n"
"jobot_elliott_wave_14_correction_price_action_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week9\(Jobot) Elliott Wave 14 Correction Price Action v1.mq4","981.9","","n","n","other","n"
"jobot_elliott_wave_5_zone_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week9\(Jobot) Elliott Wave 5 Zone v1.mq4","831.9","","n","n","other","n"
"jobot_elliott_wave_complex","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week9\(Jobot) Elliott Wave Complex v1.1.mq4","753.5","","n","n","other","n"
"jobot_elliott_wave_hidden_and_divergence_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week9\(Jobot) Elliott Wave Hidden and Divergence v.1.mq4","721.6","","n","n","other","n"
"jobot_elliott_wave_multiples_time_frame_trading","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week9\(Jobot) Elliott Wave Multiples Time Frame Trading.mq4","351.9","","n","n","other","n"
"jobot_ema_lot_rebate","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) EMA Lot Rebate.mq4","701.2","","n","n","other","n"
"jobot_ema_recovery_system","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) EMA Recovery System.mq4","732.4","","n","n","other","n"
"jobot_ema_recovery_system","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) EMA Recovery System.mq4","365.5","iMA","n","y","trend","n"
"jobot_fibo_basic_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Fibo Basic v2.mq4","255.3","iCustom","y","y","breakout","n"
"jobot_fibo_basic_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Fibo Basic V1.mq4","255.5","iCustom","y","y","breakout","n"
"jobot_fibo_basic_v2_daily","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Fibo Basic V2 Daily.mq4","255.1","iCustom","y","y","breakout","n"
"jobot_fibo_expansion_dow_theory","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Fibo Expansion Dow Theory.mq4","273.3","iCustom","y","y","breakout","n"
"jobot_fibo_harmonic_pattern","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot)  Fibo Harmonic Pattern.mq4","1116.8","","n","n","other","n"
"jobot_fibo_harmonic_pattern_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot)  Fibo Harmonic Pattern V2.mq4","938.5","","n","n","other","n"
"jobot_fibo_partial_close_rsi_divergence_advance","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Fibo Partial Close (RSI Divergence) Advance.mq4","330.9","iCustom|iRSI","y","y","reversion","n"
"jobot_fibo_qm_advance","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Fibo QM Advance.mq4","278.7","iCustom","y","y","breakout","n"
"jobot_fix_bug_martingale_basic","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) fix BUG Martingale Basic .mq4","473.7","","n","n","other","n"
"jobot_fixed_volume_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Fixed Volume Lot EA.mq4","182.4","","n","y","other","n"
"jobot_flippy","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Flippy.mq4","201.5","","n","y","other","n"
"jobot_freez_percent_of_balance_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Freez Percent of Balance Lot EA.mq4","173.7","","n","y","other","n"
"jobot_freez_percent_of_equity_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Freez Percent of Equity Lot EA.mq4","173.7","","n","y","other","n"
"jobot_gold_trailing_pending","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Gold Trailing Pending.mq4","268.1","iCustom","y","y","other","n"
"jobot_grid_horizontal_line","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Horizontal Line.mq4","263.5","","n","y","breakout","n"
"jobot_grid_horizontal_line_once_per_bar_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Horizontal Line Once per Bar v.2.mq4","262.3","","n","y","breakout","n"
"jobot_grid_horizontal_line_trailing_tp_sl_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Horizontal Line Trailing TP SL v.5.mq4","286.5","","n","y","breakout","n"
"jobot_grid_horizontal_line_trailing_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Horizontal Line Trailing v.4.mq4","309.5","","n","y","breakout","n"
"jobot_grid_horizontal_line_trailing_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Horizontal Line Trailing v.3.mq4","296.1","","n","y","breakout","n"
"jobot_grid_increasing_martingale_basic","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Grid Increasing Martingale Basic .mq4","465.4","","n","n","other","n"
"jobot_grid_lot_dif_hedging_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Lot Dif Hedging EA.mq4","256.4","","n","y","other","n"
"jobot_grid_lot_full_hedging_snowball_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Grid Lot Full Hedging Snowball EA .mq4","307.6","","n","y","other","n"
"jobot_grid_lot_full_hedging_snowball_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Lot Full Hedging Snowball EA .mq4","296.8","","n","y","other","n"
"jobot_grid_lot_hedging_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Grid Lot Hedging EA.mq4","212.9","","n","y","other","n"
"jobot_grid_simple_plus_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) GRID Simple plus v.1.mq4","258.8","iSAR","n","y","breakout","n"
"jobot_harmonic_pattern_indicator","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Harmonic Pattern Indicator.mq4","441.4","","n","n","other","n"
"jobot_hedge_and_cut_loss","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Hedge and Cut loss.mq4","397.6","","n","n","other","n"
"jobot_heiken_ashi_smooth","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Heiken Ashi Smooth.mq4","426.6","","n","n","other","n"
"jobot_heiken_ashi_test","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week1\(Jobot) Heiken Ashi Test .mq4","373","","n","n","other","n"
"jobot_high_speed_volume_velocity","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) High Speed Volume Velocity  (1).mq4","362","","n","n","other","n"
"jobot_high_speed_volume_velocity_trading","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) High Speed Volume Velocity Trading .mq4","320.6","","n","n","other","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week3\(Jobot) Homework 3.3.mq4","196.7","iRSI|iATR","n","y","reversion","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week1\(Jobot) Homework 1.1.mq4","166.5","iMA|iBands","n","y","trend","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week2\(Jobot) Homework 2.1.mq4","175.9","iSAR","n","y","trend","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week1\(Jobot) Homework 1.3.mq4","166.9","iADX","n","y","breakout","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week3\(Jobot) Homework 3.1(2).mq4","204.4","iStochastic","n","y","reversion","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week2\(Jobot) Homework 2.2.mq4","203.8","iBands","n","y","other","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week1\(Jobot) Homework 1.2.mq4","162.6","","n","y","other","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week3\(Jobot) Homework 3.2.mq4","244.7","iADX|iBands","n","y","breakout","n"
"jobot_homework","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Homeworks\Homework Week2\(Jobot) Homework 2.3.mq4","225.7","","n","y","breakout","n"
"jobot_ichimoku_kinko_hyo","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) Ichimoku Kinko Hyo.mq4","401.6","","n","n","other","n"
"jobot_kzm_grid_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) KZM Grid EA.mq4","159.5","","n","y","other","n"
"jobot_kzm_grid_ea_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) KZM Grid EA v.3.mq4","194.5","","n","y","other","n"
"jobot_kzm_grid_ea_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) KZM Grid EA v.2.mq4","183.1","","n","y","other","n"
"jobot_kzm_grid_ea_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) KZM Grid EA v.1.mq4","159.3","","n","y","other","n"
"jobot_line_notification","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week10\(Jobot) Line Notification .mq4","106.3","","n","n","other","n"
"jobot_lock_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) Lock EA .mq4","159.2","","n","n","other","n"
"jobot_loop_for_closed_trade","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) Loop for Closed trade.mq4","169.2","","n","y","other","n"
"jobot_lot_rebate","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Lot Rebate .mq4","430.2","","n","n","other","n"
"jobot_lot_repeat","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Lot Repeat.mq4","215.6","","n","y","other","n"
"jobot_ma_opt","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\Jobot MA Opt.mq4","201.3","iMA","n","y","trend","n"
"jobot_macd_basic_ea_main_cross_signal","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week1\(Jobot) MACD basic EA main cross signal.mq4","162.9","iMACD","n","y","trend","n"
"jobot_macd_recovery_hedging_system_plus","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot)  MACD Recovery Hedging System Plus v2.1.mq4","250","iMACD","n","y","trend","n"
"jobot_macd_recovery_hedging_system_plus","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot)  MACD Recovery Hedging System Plus v2.1.mq4","240.8","iMACD","n","y","trend","n"
"jobot_martingale_dynamic_multiply_steps","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Martingale Dynamic Multiply Steps.mq4","303.3","iBands","n","y","breakout","n"
"jobot_martingale_dynamic_nearby_steps","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Martingale Dynamic Nearby Steps.mq4","519.1","","n","n","other","n"
"jobot_martingale_keep_last_trade","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Martingale Keep Last Trade.mq4","567.7","","n","n","other","n"
"jobot_martingale_system","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\((JOBOT)) MARTINGALE SYSTEM.mq4","436.1","iBands","n","y","breakout","n"
"jobot_martingale_system","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\((JOBOT)) MARTINGALE SYSTEM.mq4","889.6","","n","n","other","n"
"jobot_martingale_tma_v1_6","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) Martingale TMA V1.6 .mq4","648.5","","n","n","other","n"
"jobot_martingale_tma_v1_6_fixed","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot)  Martingale TMA V1.6 fixed .mq4","745.4","","n","n","other","n"
"jobot_martingale_tma_v1_93","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) Martingale TMA V1.93 .mq4","799.5","","n","n","other","n"
"jobot_martingale_tma_v1_99","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) Martingale TMA V1.99 .mq4","379.3","iCustom","y","y","breakout","n"
"jobot_martingale_tma_v1_99_edit","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) Martingale TMA V1.99  (edit).mq4","772.5","","n","n","other","n"
"jobot_martingale_with_manual_trades","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Martingale With Manual Trades.mq4","257.7","","n","y","breakout","n"
"jobot_martingale_with_maximum_lot","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Martingale with Maximum Lot.mq4","264.8","","n","y","breakout","n"
"jobot_master_grid_atr_1by1_deduction_a","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Master GRID ATR 1by1 Deduction -A (1).mq4","259.9","iATR","n","y","breakout","n"
"jobot_master_grid_atr_1by1_deduction_a","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Master GRID ATR 1by1 Deduction -A (1).mq4","506.7","","n","n","other","n"
"jobot_master_grid_atr_accumulative_deduction_b","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Master GRID ATR Accumulative Deduction -B (1).mq4","535.5","","n","n","other","n"
"jobot_master_grid_atr_accumulative_deduction_b","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Master GRID ATR Accumulative Deduction -B (1).mq4","275.2","iATR","n","y","breakout","n"
"jobot_mm_beting","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) MM Beting 1326.mq4","157.9","","n","y","other","n"
"jobot_mm_betting","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) MM Betting 1326.mq4","157.9","","n","y","other","n"
"jobot_mm_betting_d_alembert","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) MM Betting D Alembert.mq4","158","","n","y","other","n"
"jobot_mm_flip_coin_beting_multiply","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) MM Flip Coin Beting Multiply (2).mq4","158.2","","n","y","other","n"
"jobot_mm_flip_coin_beting_multiply","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) MM Flip Coin Beting Multiply.mq4","155.3","","n","y","other","n"
"jobot_mm_flip_coin_betting_plus","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) MM Flip Coin Betting Plus.mq4","159.1","iRSI","n","y","reversion","n"
"jobot_mobile_pending_control_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week10\(Jobot) Mobile Pending Control EA.mq4","324.3","iBands","n","y","breakout","n"
"jobot_moving_average_on_rsi","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Moving Average on RSI.mq4","190.7","","n","n","other","n"
"jobot_multi_time_frame_indicators_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week4\(Jobot) Multi Time Frame + Indicators EA .mq4","375","","n","n","other","n"
"jobot_my_first_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week1\(Jobot) My First EA.mq4","142.7","","n","y","other","n"
"jobot_on_chart_on_trade_ea_v","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) On Chart On Trade EA v1.mq4","436.7","","n","n","other","n"
"jobot_panel_buttons_tp_system","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week10\(Jobot) Panel Buttons TP System .mq4","125.7","","n","n","other","n"
"jobot_panel_edit_field","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week10\(Jobot) Panel Edit Field .mq4","512.6","","n","n","other","n"
"jobot_panel_edit_field","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\((Jobot)) Panel Edit Field .mq4","255.2","","n","y","breakout","n"
"jobot_pending_and_martingale","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Pending and Martingale .mq4","619","","n","n","other","n"
"jobot_pending_grid_test","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) Pending Grid Test.mq4","378.2","","n","n","other","n"
"jobot_pending_in_grid_from_candle","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) Pending in Grid from Candle.mq4","168.8","","n","n","breakout","n"
"jobot_pending_martingale_arisa","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Pending Martingale Arisa.mq4","580.1","","n","n","other","n"
"jobot_pending_martingale_pam","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week10\(Jobot) Pending Martingale PAM.mq4","729.6","","n","n","other","n"
"jobot_pending_order_in_grid","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week2\(Jobot) Pending Order in Grid .mq4","423.4","","n","n","other","n"
"jobot_percent_of_balance_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Percent of Balance Lot EA.mq4","160","","n","y","other","n"
"jobot_percent_of_equity_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Percent of Equity Lot EA.mq4","173.1","","n","y","other","n"
"jobot_percent_of_freemargin_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Percent of FreeMargin Lot EA.mq4","173.1","","n","y","other","n"
"jobot_price_action_trend_line_fibo","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Price Action - Trend Line -Fibo (1).mq4","468.6","","n","n","other","n"
"jobot_price_action_trend_line_fibo_retracement_pending","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Retracement Pending.mq4","345.7","iCustom","y","y","breakout","n"
"jobot_price_action_trend_line_fibo_scalping","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Scalping.mq4","315.9","iCustom","y","y","breakout","n"
"jobot_price_action_trend_line_fibo_sniper","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week8\(Jobot) Price Action - Trend Line -Fibo -Sniper.mq4","319.3","iCustom","y","y","breakout","n"
"jobot_print_symbol_informations","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) Print Symbol Informations .mq4","152.8","","n","n","other","n"
"jobot_qa_sto_2_times","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) QA STO 2 times .mq4","400","","n","n","other","n"
"jobot_qm_pattern","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\(Jobot) QM Pattern.mq4","166.6","iCustom","y","y","breakout","n"
"jobot_recovery_hedging_system","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Recovery Hedging System .mq4","241.4","iMA","n","y","breakout","n"
"jobot_recovery_hedging_system_multiply","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Recovery Hedging System Multiply.mq4","241.3","iMA","n","y","breakout","n"
"jobot_recovery_hedging_system_multiply","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Recovery Hedging System Multiply.mq4","234.1","iMA","n","y","breakout","n"
"jobot_recovery_hedging_system_plus","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Recovery Hedging System Plus.mq4","245.1","iMA","n","y","breakout","n"
"jobot_recovery_hedging_system_plus","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Recovery Hedging System Plus.mq4","252.3","iMA","n","y","breakout","n"
"jobot_recovery_hedging_system_with_sl","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week5\(Jobot) Recovery Hedging System with SL.mq4","453.4","iMA|iBands","n","y","breakout","n"
"jobot_reverse_high_velocity_trading_gold","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\jobot EA\(Jobot) Reverse High velocity Trading Gold.mq4","383.9","","n","n","other","n"
"jobot_risk_fixed_amount_of_money","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Risk fixed amount of Money.mq4","169.4","iMACD","n","y","breakout","n"
"jobot_risk_percent_of_balance_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Risk Percent of Balance Lot EA.mq4","169.3","iMACD","n","y","breakout","n"
"jobot_risk_percent_of_equity_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Risk Percent of Equity Lot EA.mq4","169.3","iMACD","n","y","breakout","n"
"jobot_risk_percent_of_freemargin_lot_ea","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week3\(Jobot) Risk Percent of FreeMargin Lot EA.mq4","169.4","iMACD","n","y","breakout","n"
"jobot_rsi_ea_basic","3","D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\! JOBOT Week\EA Week1\(Jobot) RSI EA Basic.mq4","161.9","iRSI","n","y","reversion","n"
