Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score
813,324.90,0.697210,1.010855,0.071603,0.133703,31.0444,466,5,2.5,1.0,250,200,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,7.3573
2034,4356.49,6.313754,1.117452,1.171748,1.539840,22.3823,690,6,2.5,1.2,150,120,220,30,7,MAX_RECOVERY_STEPS_GT_3,7.2621
350,338.33,0.704854,1.011208,0.081106,0.136190,31.5020,480,6,2.5,1.6,400,120,260,15,3,PF_LT_1_10;EQUITY_DD_GT_25,7.1947
1572,4343.34,6.294696,1.117098,1.167979,1.535286,22.4024,690,6,2.5,1.2,150,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,7.1169
1292,2531.87,3.482627,1.090896,1.121661,1.134449,17.0944,727,5,2.5,1.2,150,40,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,7.1034
230,-570.02,-1.236486,0.979185,-0.207132,-0.266625,23.3334,461,5,4.0,2.0,150,80,260,30,3,PF_LT_1_10,7.0839
1229,3881.63,6.809877,1.114308,1.126730,1.622586,20.9684,570,6,3.0,1.0,350,160,140,30,5,MAX_RECOVERY_STEPS_GT_3,7.0492
1912,4303.72,6.246328,1.117644,1.167696,1.517935,22.3033,689,6,2.5,1.0,100,120,220,30,7,MAX_RECOVERY_STEPS_GT_3,7.0431
908,4341.37,7.128686,1.123885,1.194013,1.420562,21.2043,609,7,3.0,1.8,150,160,300,45,5,MAX_RECOVERY_STEPS_GT_3,6.8773
873,5411.55,7.312905,1.131647,1.177732,1.740523,25.4328,740,5,2.5,1.6,250,160,220,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,6.8653
2241,4126.83,6.540143,1.123547,1.190609,1.371010,20.9650,631,7,2.0,1.2,450,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,6.8131
59,-581.21,-1.364343,0.976575,-0.208976,-0.269017,23.0979,426,6,3.0,1.2,500,160,140,30,3,PF_LT_1_10,6.7235
760,2923.04,4.093894,1.121792,0.999904,1.489957,19.9301,714,5,1.5,1.8,150,40,100,45,7,MAX_RECOVERY_STEPS_GT_3,6.7062
1261,4264.12,6.179884,1.114800,1.151444,1.517830,22.4386,690,6,2.5,1.0,150,120,220,30,7,MAX_RECOVERY_STEPS_GT_3,6.5308
816,-220.09,-0.280013,0.992887,-0.058250,-0.094067,30.3435,786,3,1.0,1.0,100,120,300,30,3,PF_LT_1_10;EQUITY_DD_GT_25,6.5244
1968,3417.51,5.459281,1.094571,1.188790,1.160012,18.2839,626,6,3.0,1.0,350,160,300,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,6.4529
607,4868.00,6.914773,1.116451,1.139628,1.656727,23.9433,704,5,3.5,1.0,200,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,6.4395
1042,4933.00,7.744113,1.151351,1.135412,1.764133,25.0960,637,6,2.0,2.0,300,160,180,45,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,6.4211
2049,4250.97,6.160826,1.114446,1.147664,1.513234,22.4589,690,6,2.5,1.0,150,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,6.3849
1629,3332.54,4.443387,1.092438,1.294708,1.192512,20.7550,750,3,2.5,1.8,300,80,260,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,6.3413
1027,4855.38,6.896847,1.116149,1.136253,1.652417,23.9648,704,5,3.5,1.0,200,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,6.3031
1025,3624.32,6.903467,1.106367,1.164807,1.457483,19.8374,525,6,4.0,1.2,350,160,140,30,5,MAX_RECOVERY_STEPS_GT_3,6.2771
1826,4535.59,6.611647,1.115579,1.186957,1.479868,22.9178,686,6,2.5,2.0,350,120,260,45,7,MAX_RECOVERY_STEPS_GT_3,6.2147
1974,4772.55,7.457109,1.118469,1.178736,1.601292,23.4668,640,7,3.0,1.2,200,120,220,45,7,MAX_RECOVERY_STEPS_GT_3,6.2093
1582,5409.60,7.897226,1.141257,1.171812,1.514793,24.1473,685,7,2.0,2.0,200,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,6.1829
1080,4359.06,7.228955,1.123853,1.176706,1.511950,22.2967,603,7,3.0,1.6,500,160,180,45,7,MAX_RECOVERY_STEPS_GT_3,6.1427
547,2369.38,3.414092,1.092350,1.061855,1.156509,17.2753,694,5,2.5,1.2,450,40,140,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,6.0938
1718,3382.21,5.402891,1.093701,1.177064,1.149856,18.3180,626,6,3.0,1.0,350,160,300,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,6.0864
707,3944.51,6.077827,1.120855,1.200998,1.344630,21.5993,649,7,2.5,1.0,350,160,220,45,7,MAX_RECOVERY_STEPS_GT_3,6.0157
1604,-949.02,-1.250356,0.964972,-0.333302,-0.426429,24.0003,759,3,1.0,1.6,300,160,140,45,3,PF_LT_1_10,5.7098
1133,3554.31,4.580296,1.107310,1.122597,1.386751,21.3187,776,5,1.5,1.6,150,80,260,45,7,MAX_RECOVERY_STEPS_GT_3,5.6570
1238,2506.77,4.574398,1.102735,1.102914,1.150426,16.8315,548,7,2.0,2.0,400,120,100,30,5,MAX_RECOVERY_STEPS_GT_3,5.5279
1093,3191.72,5.999474,1.084619,1.161183,1.209473,17.6241,532,7,4.0,1.0,150,120,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,5.5211
1004,3512.20,4.537726,1.106612,1.121500,1.363988,21.1934,774,5,1.5,1.6,150,80,260,15,7,MAX_RECOVERY_STEPS_GT_3,5.5178
925,4882.46,7.375317,1.132725,1.109020,1.618768,24.0500,662,7,2.0,2.0,400,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,5.5067
858,-468.83,-1.250213,0.978415,-0.168560,-0.235488,24.3742,375,6,4.0,1.4,350,120,100,15,3,PF_LT_1_10,5.4693
463,-506.58,-0.865949,0.984016,-0.140278,-0.214190,27.6282,585,4,2.0,1.4,300,120,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,5.3978
438,-298.78,-0.662483,0.990782,-0.090462,-0.116410,27.7058,451,4,3.0,1.6,200,200,260,15,3,PF_LT_1_10;EQUITY_DD_GT_25,5.3522
1216,3773.28,6.267907,1.102052,1.224884,1.107052,19.3978,602,7,3.5,1.4,350,160,300,30,5,MAX_RECOVERY_STEPS_GT_3,5.2249
739,4294.25,5.470382,1.113989,1.116666,1.449932,22.6452,785,5,1.5,1.8,150,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,5.2118
156,4634.61,6.305592,1.119375,1.178100,1.407829,23.3769,735,5,2.0,1.0,300,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,5.1929
1030,2003.14,3.583435,1.082265,1.076135,0.972375,14.6217,559,7,2.0,2.0,450,200,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,5.1863
881,2301.69,3.340624,1.089256,1.031172,1.124000,17.2213,689,5,2.5,1.2,450,40,180,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,5.1597
151,-490.92,-1.203235,0.981019,-0.158724,-0.215409,25.3984,408,7,4.0,1.0,100,120,260,45,3,PF_LT_1_10;EQUITY_DD_GT_25,5.1512
369,-1149.72,-1.760674,0.952129,-0.497183,-0.466891,21.2308,653,6,1.0,1.8,350,160,180,45,3,PF_LT_1_10,5.0495
663,4835.79,7.315870,1.130779,1.098569,1.603040,24.1153,661,7,2.0,2.0,400,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,5.0086
1204,4472.75,6.577574,1.110608,1.167515,1.296160,21.9825,680,5,3.0,1.6,150,200,300,30,5,MAX_RECOVERY_STEPS_GT_3,4.9173
367,2578.92,3.276900,1.066963,1.094507,1.051960,17.2629,787,3,4.0,2.0,300,80,140,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,4.8549
1413,2413.73,4.520094,1.090403,1.134592,1.057094,16.5512,534,7,3.5,1.2,450,160,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,4.7279
181,-815.94,-1.641730,0.972203,-0.290189,-0.409790,23.4394,497,3,3.0,1.2,400,80,220,30,3,PF_LT_1_10,4.5491
2336,2605.19,3.450583,1.080117,1.239528,1.102469,20.1596,755,3,3.0,1.4,150,40,220,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,4.5328
1268,-661.49,-0.855744,0.976309,-0.185433,-0.299179,28.2655,773,3,1.0,1.0,100,80,140,30,3,PF_LT_1_10;EQUITY_DD_GT_25,4.4789
1119,5882.39,9.351971,1.148087,1.073024,1.775051,26.2474,629,7,3.5,1.4,350,160,300,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,4.4589
718,3567.63,6.215383,1.117391,1.080098,1.442529,21.2335,574,7,3.0,1.6,500,80,180,45,5,MAX_RECOVERY_STEPS_GT_3,4.2391
966,2322.97,4.200669,1.087459,1.117866,1.001657,16.4674,553,7,3.5,1.4,300,200,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,4.1462
93,3243.05,5.325205,1.122448,0.948249,1.746170,22.6601,609,6,4.0,1.8,400,40,220,45,5,MAX_RECOVERY_STEPS_GT_3,4.1005
338,-495.99,-1.114584,0.981126,-0.144051,-0.263020,26.5959,445,7,3.0,1.4,100,80,140,30,3,PF_LT_1_10;EQUITY_DD_GT_25,3.9905
226,-406.38,-0.698247,0.988089,-0.106976,-0.175892,29.7495,582,4,2.0,1.2,150,160,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,3.8344
476,3553.55,5.351732,1.083974,1.094592,1.196575,19.8413,664,6,4.0,1.4,350,120,260,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.7766
27,-104.99,-0.223859,0.996373,-0.024372,-0.051749,30.7783,469,7,3.0,1.2,450,80,300,45,3,PF_LT_1_10;EQUITY_DD_GT_25,3.7560
219,4032.17,6.137245,1.124976,1.056848,1.540667,23.5847,657,6,2.0,1.4,400,80,220,15,5,MAX_RECOVERY_STEPS_GT_3,3.7337
1016,37.23,0.075671,1.001363,0.007947,0.017222,32.2371,492,5,2.0,1.2,400,120,140,45,3,PF_LT_1_10;EQUITY_DD_GT_25,3.7018
794,2279.13,3.949965,1.091190,1.023771,1.099755,16.8638,577,7,2.0,2.0,350,200,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.6916
1164,2679.80,3.563564,1.087454,1.051975,1.049724,18.3637,752,5,1.5,1.0,150,80,220,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.6412
685,4287.06,5.929544,1.124636,1.018490,1.613262,24.4900,723,5,2.0,1.0,250,160,180,15,7,MAX_RECOVERY_STEPS_GT_3,3.5278
763,1480.33,1.925007,1.068462,0.892179,0.769622,13.0849,769,5,1.0,1.8,250,40,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.5134
1127,4130.81,7.324131,1.128106,1.075656,1.544727,23.1915,564,7,3.0,1.6,450,160,180,45,5,MAX_RECOVERY_STEPS_GT_3,3.3586
800,1807.76,2.317641,1.076488,0.887484,0.910101,14.7168,780,4,1.0,1.0,350,200,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.3341
1245,3601.35,5.189265,1.094817,1.083598,1.286195,21.5590,694,6,2.5,1.2,200,120,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.2787
1603,3721.99,5.465477,1.098401,1.125958,1.210889,21.4843,681,6,2.5,2.0,300,120,260,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.2507
381,2097.72,3.168761,1.074820,0.959094,1.065594,16.6067,662,5,3.0,1.2,300,40,140,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.2390
273,2516.97,2.982192,1.096151,1.146380,1.086228,20.3796,844,3,1.0,2.0,300,120,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,3.2262
643,4498.25,6.683878,1.130358,1.017655,1.647466,25.0244,673,5,2.0,1.4,400,160,180,45,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,3.1361
2245,-754.96,-0.955646,0.974028,-0.218586,-0.383021,28.2606,790,3,1.0,1.0,100,40,300,30,3,PF_LT_1_10;EQUITY_DD_GT_25,3.0693
1442,3902.94,5.288537,1.106716,1.076409,1.397099,23.1673,738,5,2.5,1.0,200,80,300,45,7,MAX_RECOVERY_STEPS_GT_3,3.0029
2385,3915.02,6.194652,1.117081,1.077770,1.315965,22.0395,632,7,2.0,1.2,450,160,300,30,7,MAX_RECOVERY_STEPS_GT_3,2.9627
1289,-369.29,-0.777453,0.987634,-0.098719,-0.144900,29.6325,475,6,2.5,1.0,100,120,300,30,3,PF_LT_1_10;EQUITY_DD_GT_25,2.8641
549,5661.70,7.820028,1.137235,1.037631,1.869419,28.4627,724,5,3.0,1.0,200,160,220,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,2.7375
901,-711.69,-1.242042,0.975626,-0.204752,-0.276454,28.1592,573,7,1.5,1.4,150,200,260,45,3,PF_LT_1_10;EQUITY_DD_GT_25,2.7058
165,2680.32,3.681758,1.105247,0.955343,1.302264,20.5614,728,5,1.5,1.0,250,40,180,45,5,MAX_RECOVERY_STEPS_GT_3,2.7029
720,-794.46,-1.006920,0.972587,-0.232414,-0.403405,28.1879,789,3,1.0,1.0,100,40,260,30,3,PF_LT_1_10;EQUITY_DD_GT_25,2.6948
823,3162.78,4.167036,1.094197,1.100339,1.032246,20.0811,759,5,1.5,1.6,200,120,260,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,2.6085
1282,2277.42,3.974555,1.083647,1.055984,0.970507,16.8587,573,7,2.5,1.0,350,160,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,2.5665
681,-804.54,-1.019696,0.972239,-0.235270,-0.408515,28.2172,789,3,1.0,1.0,100,40,260,15,3,PF_LT_1_10;EQUITY_DD_GT_25,2.5535
2147,-807.23,-1.023105,0.972169,-0.235916,-0.410206,28.1959,789,3,1.0,1.0,100,40,260,45,3,PF_LT_1_10;EQUITY_DD_GT_25,2.5500
658,2140.48,3.646474,1.100731,0.931737,1.155679,17.4882,587,7,2.0,1.6,500,40,100,15,5,MAX_RECOVERY_STEPS_GT_3,2.5285
100,2366.48,3.691856,1.074538,0.945556,1.112616,17.3546,641,4,2.5,1.2,450,80,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,2.4332
0,2303.88,3.096613,1.054972,0.988892,0.937852,16.6292,744,4,3.5,1.2,300,80,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,2.3328
1591,-199.69,-0.386996,0.993463,-0.046986,-0.076673,31.9510,516,6,2.5,2.0,100,120,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,2.3299
1220,3549.50,5.174198,1.082747,1.016123,1.303523,21.1877,686,3,3.0,1.2,300,120,220,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,2.3227
2047,-779.09,-0.984943,0.973676,-0.207572,-0.322836,29.5339,791,3,1.0,1.0,250,120,220,15,3,PF_LT_1_10;EQUITY_DD_GT_25,2.2960
329,3400.18,5.440288,1.122177,1.005991,1.456120,22.8052,625,7,4.0,2.0,100,80,140,45,7,MAX_RECOVERY_STEPS_GT_3,2.1897
904,-130.74,-0.269012,0.995120,-0.028555,-0.060302,32.1592,486,5,2.0,1.2,400,120,140,15,3,PF_LT_1_10;EQUITY_DD_GT_25,2.1497
66,4907.49,7.195733,1.134279,1.020831,1.729521,26.9954,682,5,2.5,1.0,200,200,180,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,2.1096
201,2109.17,3.556779,1.101312,0.918108,1.126441,17.5300,593,7,2.0,1.6,500,40,100,15,7,MAX_RECOVERY_STEPS_GT_3,2.0720
1409,-1248.50,-1.981746,0.953439,-0.569202,-0.640843,21.1657,630,3,1.5,1.4,450,160,100,45,3,PF_LT_1_10,2.0251
1528,4523.46,7.772268,1.129018,1.072983,1.506542,24.4068,582,7,3.0,1.2,200,160,260,15,5,MAX_RECOVERY_STEPS_GT_3,1.9637
64,3729.51,5.165526,1.089305,0.966470,1.382761,21.9647,722,4,4.0,1.6,300,160,220,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.9574
964,-129.62,-0.316146,0.996037,-0.028626,-0.060032,31.4481,410,4,4.0,1.6,250,200,260,15,3,PF_LT_1_10;EQUITY_DD_GT_25,1.9510
895,5516.76,8.579720,1.142171,1.074491,1.743737,27.9427,643,7,2.0,1.2,300,200,300,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,1.9436
188,-461.27,-1.002761,0.984624,-0.118141,-0.248571,29.0438,460,3,3.5,1.2,350,160,100,30,3,PF_LT_1_10;EQUITY_DD_GT_25,1.9229
466,1873.85,2.882846,1.070363,0.907411,0.948386,15.7287,650,6,1.5,1.0,250,80,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.9059
167,1525.33,2.166662,1.066383,0.855078,0.707333,13.4041,704,6,1.0,1.8,400,80,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.9006
1038,1859.50,3.178632,1.089644,0.928052,0.966439,15.9521,585,7,2.0,1.4,400,40,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.8671
47,2200.52,3.554960,1.094298,0.962014,1.027726,17.5895,619,7,2.5,1.4,200,40,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.8436
1021,5116.97,7.019163,1.136811,1.027063,1.613304,26.7027,729,5,2.0,1.4,400,200,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,1.8426
1466,-447.23,-0.903495,0.985087,-0.110581,-0.179358,30.2385,495,7,2.0,1.4,300,120,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,1.8110
1471,3926.86,6.164615,1.112149,1.067470,1.354066,23.1256,637,7,2.5,2.0,400,160,220,30,7,MAX_RECOVERY_STEPS_GT_3,1.7906
492,2431.35,3.463462,1.107218,0.859687,1.292925,20.0563,702,5,1.5,1.2,100,40,100,45,7,MAX_RECOVERY_STEPS_GT_3,1.7253
923,3696.28,5.119501,1.088536,0.958305,1.372777,22.0018,722,4,4.0,1.6,300,160,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.6471
1357,-1279.44,-2.474739,0.953572,-0.636769,-0.722310,18.7260,517,3,2.5,2.0,300,120,100,15,3,PF_LT_1_10,1.5149
421,-718.69,-1.299620,0.975122,-0.203683,-0.356892,28.2594,553,3,2.0,1.4,150,160,140,30,3,PF_LT_1_10;EQUITY_DD_GT_25,1.4938
1380,2658.53,4.490760,1.078392,1.038099,0.938292,17.5254,592,7,3.0,1.2,200,120,300,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.4541
248,-186.74,-0.425376,0.993798,-0.040870,-0.084011,31.7901,439,6,3.0,1.2,200,160,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,1.4531
267,2913.76,4.761046,1.083844,0.963570,1.268476,19.8827,612,5,3.5,1.6,350,120,140,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.4133
428,2189.95,3.155548,1.085065,0.901763,1.031551,18.0205,694,5,2.0,2.0,500,40,260,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.2039
1611,4096.88,6.087489,1.100868,1.107379,1.259660,23.5108,673,6,3.0,1.0,350,200,300,15,7,MAX_RECOVERY_STEPS_GT_3,1.1874
101,2058.89,2.741531,1.052152,0.944207,0.832178,15.9857,751,3,4.0,1.0,450,80,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.1568
1502,2051.15,3.662768,1.093876,0.922101,1.089744,17.4412,560,7,4.0,1.0,150,40,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.1108
1661,2618.34,4.430355,1.077245,1.026615,0.926577,17.5148,591,7,3.0,1.2,200,120,300,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,1.1028
997,3988.20,5.839239,1.112210,0.991446,1.383644,23.6325,683,6,2.0,2.0,300,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,1.0277
886,3918.09,6.000138,1.123905,0.956880,1.569137,24.7320,653,6,2.0,1.4,350,120,140,15,7,MAX_RECOVERY_STEPS_GT_3,0.9905
433,2039.28,3.503918,1.078104,0.956412,0.952045,16.6719,582,7,2.0,2.0,300,200,100,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,0.9279
961,3088.49,4.729694,1.100059,0.953014,1.266938,21.1801,653,5,2.0,1.4,400,160,140,30,5,MAX_RECOVERY_STEPS_GT_3,0.9234
1487,3069.32,4.966537,1.108306,0.973658,1.337330,21.8625,618,7,2.5,2.0,400,80,140,45,7,MAX_RECOVERY_STEPS_GT_3,0.8971
1920,-844.18,-1.087861,0.971598,-0.221607,-0.378713,30.0423,776,3,1.0,1.0,100,80,180,45,3,PF_LT_1_10;EQUITY_DD_GT_25,0.8439
2377,-839.05,-1.079858,0.971771,-0.219983,-0.375604,30.1172,777,3,1.0,1.0,100,80,180,15,3,PF_LT_1_10;EQUITY_DD_GT_25,0.8156
478,3861.53,5.763478,1.114921,1.006396,1.414947,24.2135,670,6,2.5,2.0,450,80,260,30,7,MAX_RECOVERY_STEPS_GT_3,0.7136
69,3859.16,5.768550,1.114851,1.005975,1.414160,24.2141,669,6,2.5,2.0,450,80,260,45,7,MAX_RECOVERY_STEPS_GT_3,0.6808
1467,5461.91,8.067814,1.146021,1.000267,1.780699,28.9130,677,6,2.0,2.0,300,200,260,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,0.6285
1131,2111.34,3.548471,1.099711,0.888660,1.088515,18.0299,595,7,2.0,1.4,400,40,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,0.6247
103,4912.39,7.181857,1.131417,0.994808,1.691134,27.5418,684,5,2.5,1.2,150,200,180,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,0.6105
208,4098.01,5.456738,1.099031,1.048176,1.282572,23.7208,751,5,3.0,2.0,150,120,300,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,0.5985
503,4385.73,6.177085,1.103271,0.981884,1.468797,24.7661,710,5,3.5,1.2,100,160,300,45,7,MAX_RECOVERY_STEPS_GT_3,0.5043
878,2495.66,3.510070,1.075728,0.948769,0.905184,18.0882,711,6,1.5,1.0,200,160,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,0.4758
789,5431.56,8.022984,1.145334,0.996414,1.770479,28.9229,677,6,2.0,2.0,300,200,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,0.4174
1418,2105.91,3.539345,1.099404,0.882178,1.085613,18.1084,595,7,2.0,2.0,400,40,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,0.3908
1461,5440.36,8.059793,1.144883,0.998358,1.760045,28.9054,675,6,2.0,2.0,300,200,260,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,0.3233
785,4365.53,6.148634,1.102832,0.976214,1.462243,24.8157,710,5,3.5,1.2,100,160,300,15,7,MAX_RECOVERY_STEPS_GT_3,0.2687
1145,4921.51,7.836799,1.134538,0.979467,1.777990,27.8874,628,5,2.5,1.2,150,200,180,15,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,0.1480
150,3208.43,5.191634,1.102418,0.996528,1.281860,22.2752,618,7,4.0,1.0,100,80,180,45,7,MAX_RECOVERY_STEPS_GT_3,0.0537
55,4416.32,6.571905,1.113492,0.956499,1.558845,25.6220,672,5,2.5,1.8,400,160,220,30,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-0.0301
782,4448.45,6.600074,1.113410,0.967498,1.530403,25.5624,674,5,2.5,1.6,250,160,220,15,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-0.0362
1370,1836.45,3.279375,1.074644,0.918974,0.872410,15.9527,560,7,2.0,2.0,400,120,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-0.1038
730,-632.71,-0.808059,0.979857,-0.136590,-0.277616,33.0882,783,3,1.0,1.0,450,80,300,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-0.2359
2057,3100.77,4.785139,1.113099,0.895346,1.405436,22.9117,648,6,2.5,1.0,150,40,300,30,5,MAX_RECOVERY_STEPS_GT_3,-0.2435
534,-835.22,-1.807835,0.974736,-0.231200,-0.359772,28.2731,462,4,3.5,1.6,400,120,300,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-0.2777
1561,3102.18,4.885323,1.093117,1.022465,1.029428,20.7427,635,7,2.5,2.0,400,120,260,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-0.3784
1527,3093.48,4.871622,1.092867,1.019470,1.026626,20.7566,635,7,2.5,2.0,400,120,260,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-0.4811
1277,5371.47,8.663661,1.134135,1.037146,1.741631,28.9380,620,7,3.0,1.2,200,200,220,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-0.5145
1509,4701.23,6.612138,1.106479,0.981921,1.512648,26.2188,711,6,2.0,1.2,100,200,300,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-0.5299
2265,4255.10,6.193741,1.107317,1.004047,1.400860,25.2670,687,6,2.5,2.0,350,120,300,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-0.5532
883,3501.23,5.479233,1.108303,0.917145,1.372342,23.0879,639,7,2.0,2.0,400,120,220,15,7,MAX_RECOVERY_STEPS_GT_3,-0.5551
2363,2684.81,4.124132,1.102904,0.855948,1.361841,21.8912,651,6,2.5,2.0,400,40,260,45,7,MAX_RECOVERY_STEPS_GT_3,-0.5678
158,-1287.23,-2.750491,0.951085,-0.555168,-0.691948,21.1160,468,3,3.5,1.8,150,200,100,15,3,PF_LT_1_10,-0.6125
1622,5368.68,8.673150,1.133806,1.033209,1.739411,29.0101,619,7,3.0,1.2,200,200,220,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-0.7095
1065,3365.22,5.324715,1.105430,0.909573,1.366529,22.9130,632,7,2.0,2.0,400,160,180,30,7,MAX_RECOVERY_STEPS_GT_3,-0.7855
331,2969.81,4.561920,1.120933,0.861761,1.392994,23.0890,651,6,2.0,1.8,350,40,180,30,7,MAX_RECOVERY_STEPS_GT_3,-0.8329
1158,2257.67,3.339749,1.096414,0.861243,1.103953,20.0744,676,6,1.5,1.0,150,40,300,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-0.9706
605,3464.80,4.893785,1.087615,0.921654,1.246113,22.5722,708,4,2.5,1.2,350,160,220,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.0018
773,3784.46,5.640030,1.113099,0.955582,1.402848,24.9187,671,6,2.5,2.0,450,80,220,15,7,MAX_RECOVERY_STEPS_GT_3,-1.1038
