Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score
1900,4625.60,6.608000,1.105975,0.995290,1.492962,26.7041,700,6,3.0,1.2,150,120,300,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-1.1640
864,3211.91,4.866530,1.076155,0.954182,1.081674,20.8530,660,6,4.0,1.4,350,120,300,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.1942
525,2027.00,2.908178,1.058593,0.874748,0.830536,17.2253,697,4,2.5,1.0,100,200,140,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.2224
1089,2235.79,3.493422,1.081706,0.871677,1.098433,19.5278,640,5,3.5,1.2,150,40,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.2534
2126,1968.31,2.488382,1.052589,0.887014,0.767986,16.7783,791,3,4.0,1.4,200,80,180,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.3241
269,-1017.81,-1.830594,0.965521,-0.353776,-0.434775,27.8451,556,3,2.5,1.0,400,80,300,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-1.3324
1447,-709.94,-2.022621,0.974167,-0.190559,-0.329072,28.6259,351,7,4.0,1.0,100,200,260,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-1.3901
140,1781.94,2.720519,1.054324,0.818414,0.877793,16.3446,655,4,3.5,1.4,300,80,100,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.4099
1005,3367.40,5.413826,1.093886,0.923506,1.240718,22.1253,622,6,3.0,1.2,150,120,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.4352
1166,4817.27,7.189955,1.133944,0.972589,1.567174,27.8227,670,6,2.0,2.0,300,200,220,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-1.4586
57,-1207.61,-3.072799,0.954595,-0.455870,-0.589550,23.1529,393,4,4.0,1.0,500,160,140,30,3,PF_LT_1_10,-1.4919
909,2722.86,3.620824,1.071864,0.976068,0.972997,20.6608,752,4,4.0,1.6,250,80,260,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.5453
552,-955.51,-1.214117,0.969520,-0.239349,-0.423022,31.3977,787,3,1.0,1.6,150,160,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-1.5645
606,-61.42,-0.162487,0.997802,-0.011782,-0.027691,34.6040,378,7,3.5,1.4,350,200,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-1.6554
1193,-828.39,-1.060679,0.972974,-0.185466,-0.365061,32.7503,781,3,1.0,1.8,300,80,260,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-1.6789
815,1786.06,3.223935,1.065678,0.924041,0.699262,15.5374,554,7,2.5,1.4,300,160,140,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.6856
667,1783.62,3.219531,1.065532,0.923137,0.698122,15.5382,554,7,2.5,2.0,300,200,140,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.7178
1295,3018.33,4.511704,1.077222,0.934251,0.986004,20.3733,669,5,3.0,1.6,150,200,260,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.8051
1011,4929.59,7.963796,1.136320,0.940982,1.761424,28.8552,619,6,2.0,1.8,250,200,180,45,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-1.8184
818,2820.00,3.785235,1.080235,0.843579,1.211899,21.6217,745,4,2.5,1.2,350,80,140,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-1.9551
1606,-1073.98,-1.382214,0.963682,-0.277042,-0.448988,30.8762,777,3,1.0,1.0,450,200,220,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-1.9681
491,1984.47,2.851250,1.081755,0.836852,0.925270,18.8493,696,5,2.0,2.0,100,40,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-2.0172
1083,4865.59,7.937341,1.128619,0.952974,1.531751,26.9971,613,7,3.5,1.2,500,160,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-2.0928
735,2456.74,3.612853,1.104329,0.817812,0.931384,19.4312,680,7,1.0,1.8,400,200,260,45,5,MAX_RECOVERY_STEPS_GT_3,-2.1422
2014,-911.36,-2.483270,0.966611,-0.267830,-0.395550,27.7048,367,7,4.0,1.0,150,200,260,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.1445
122,-648.02,-1.472773,0.978492,-0.152196,-0.282957,31.3072,440,6,3.0,1.8,200,160,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.1482
2319,-1046.11,-1.342888,0.964752,-0.271820,-0.455801,31.0881,779,3,1.0,1.0,100,120,260,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.1747
933,-1222.72,-2.440559,0.944859,-0.486127,-0.636151,23.9834,501,7,2.5,1.4,300,40,300,45,3,PF_LT_1_10,-2.2063
8,2477.92,3.389767,1.088378,0.806231,1.239349,21.6911,731,4,2.0,1.6,250,40,100,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-2.2102
795,4693.69,6.953615,1.130649,0.958056,1.518433,27.8020,675,6,2.0,2.0,300,200,220,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-2.2448
119,4674.99,6.895265,1.130868,0.953889,1.520960,27.8434,678,6,2.0,2.0,300,200,220,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-2.2906
1124,4088.39,7.024725,1.111715,0.883405,1.606234,25.7290,582,6,3.5,1.6,300,160,180,30,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-2.2929
1168,4701.30,7.112405,1.125828,0.915708,1.680747,28.4509,661,6,2.0,1.8,250,200,180,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-2.4005
670,-1027.28,-1.313657,0.966681,-0.256938,-0.450311,31.6102,782,3,1.0,1.0,100,160,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.4556
1659,-1028.75,-1.315537,0.966621,-0.257123,-0.451588,31.6552,782,3,1.0,1.0,100,160,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.5272
1641,3393.58,5.455916,1.095427,0.888926,1.265145,22.8681,622,6,3.0,1.0,200,120,220,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-2.5339
1816,-1024.82,-1.310512,0.966731,-0.255958,-0.449716,31.7003,782,3,1.0,1.0,100,160,220,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.5413
2365,2696.59,4.167836,1.102344,0.816142,1.329774,22.7730,647,6,2.5,2.0,400,40,300,30,7,MAX_RECOVERY_STEPS_GT_3,-2.6145
9,-1240.54,-2.595272,0.954287,-0.424174,-0.590254,25.4817,478,6,3.0,1.0,450,80,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.6146
2383,2685.95,4.151391,1.101943,0.815261,1.322514,22.7410,647,6,2.5,2.0,400,40,300,45,7,MAX_RECOVERY_STEPS_GT_3,-2.6813
1458,2633.74,3.673278,1.087433,0.860677,0.994943,20.7654,717,5,1.5,1.6,400,200,180,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-2.6819
2326,2690.85,4.158964,1.102126,0.813855,1.325587,22.7921,647,6,2.5,2.0,400,40,300,15,7,MAX_RECOVERY_STEPS_GT_3,-2.7241
703,-805.17,-2.075180,0.974467,-0.208090,-0.377367,29.6179,388,4,4.0,1.4,350,120,300,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.7873
462,-624.81,-1.562025,0.979240,-0.149121,-0.356850,30.8876,400,4,4.0,1.0,150,120,140,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-2.8827
2298,2834.59,4.528099,1.109375,0.774457,1.479019,23.7325,626,6,2.5,2.0,400,40,260,45,5,MAX_RECOVERY_STEPS_GT_3,-2.8837
190,3705.13,5.816531,1.101653,0.972659,1.210468,24.2505,637,6,2.5,1.4,250,160,220,15,5,MAX_RECOVERY_STEPS_GT_3,-2.8956
2313,-1467.55,-3.149249,0.949259,-0.581807,-0.668392,22.8171,466,3,4.0,1.4,150,120,140,45,3,PF_LT_1_10,-2.9103
2281,2469.34,2.975108,1.065140,0.917118,0.950073,20.6436,830,3,3.0,1.4,100,40,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.0003
2421,-1530.13,-1.984604,0.944830,-0.514558,-0.705939,26.0772,771,3,1.0,1.0,400,80,140,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-3.0014
182,1629.05,2.756430,1.066146,0.830246,0.724309,16.0971,591,7,2.0,1.8,150,160,100,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.0472
2105,2821.65,4.507428,1.108876,0.770842,1.472696,23.7525,626,6,2.5,2.0,400,40,260,30,5,MAX_RECOVERY_STEPS_GT_3,-3.0491
2230,5005.87,8.035104,1.129661,0.939475,1.595775,28.3868,623,7,2.0,1.2,400,200,300,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-3.0732
529,2088.19,3.084476,1.052651,0.866275,0.822706,18.2507,677,4,3.5,2.0,350,80,260,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.1213
387,1582.45,2.560599,1.067624,0.814466,0.740293,16.5480,618,7,3.0,1.2,300,40,220,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.2510
1484,3152.54,4.073049,1.094558,0.896721,1.197750,23.8203,774,5,1.5,1.6,100,80,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.2702
1066,-1099.85,-1.404662,0.962092,-0.273610,-0.472232,31.7886,783,3,1.0,1.0,350,200,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-3.2996
958,1244.85,1.733774,1.050516,0.731185,0.526962,14.1216,718,6,1.0,1.6,350,120,220,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.3180
1167,-1027.75,-2.608503,0.954288,-0.335569,-0.538852,26.6095,394,6,3.5,1.6,450,160,100,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-3.3248
25,3805.10,5.226786,1.100101,0.848065,1.296800,24.5289,728,6,1.5,2.0,100,200,260,30,7,MAX_RECOVERY_STEPS_GT_3,-3.3396
1540,2390.17,4.337877,1.087846,0.838386,1.104785,20.1233,551,6,3.0,1.0,200,160,100,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.3832
1026,-948.53,-2.269211,0.964576,-0.276340,-0.398414,29.2017,418,7,4.0,1.0,150,160,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-3.4397
1479,3711.59,5.490518,1.103426,0.925849,1.206680,24.6260,676,5,2.0,1.0,400,200,260,30,5,MAX_RECOVERY_STEPS_GT_3,-3.4638
1390,2032.68,2.366333,1.071664,0.727847,0.967190,18.8375,859,3,1.0,1.6,350,80,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.4908
1964,2795.23,4.401937,1.100784,0.787910,1.351747,23.2320,635,6,2.5,2.0,350,40,300,45,5,MAX_RECOVERY_STEPS_GT_3,-3.5458
52,4809.49,7.538386,1.129642,0.892201,1.707960,29.3354,638,6,2.0,1.8,100,200,180,45,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-3.6834
38,3369.54,5.740273,1.087969,0.920272,1.087936,22.1269,587,7,3.5,1.2,250,160,300,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.7194
2408,2734.67,3.946133,1.068465,0.901933,0.855045,20.3920,693,6,2.5,2.0,200,160,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.7273
1183,1994.61,2.631412,1.053934,0.858887,0.669471,17.7160,758,5,1.5,1.8,150,200,300,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-3.7962
2048,4347.99,6.460609,1.102620,0.946942,1.377011,27.0179,673,6,3.0,1.0,350,200,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-4.0673
308,1869.48,2.189087,1.066805,0.707989,0.886164,18.1981,854,3,1.0,1.8,400,80,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.0833
31,2705.56,3.583523,1.083382,0.892179,0.922161,21.6381,755,5,1.5,1.6,150,160,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.0903
1767,3324.27,5.210455,1.102196,0.833610,1.339393,24.4704,638,6,2.0,2.0,450,200,180,30,7,MAX_RECOVERY_STEPS_GT_3,-4.1131
1488,4476.85,6.535547,1.107240,0.947734,1.445547,27.9955,685,6,2.0,1.2,100,200,300,15,5,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-4.1456
1120,2669.32,4.075298,1.081658,0.822630,1.061932,21.4036,655,5,3.0,1.2,450,80,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.1757
1188,2855.83,5.045636,1.078716,0.886738,0.993004,20.5739,566,7,3.5,1.2,450,160,220,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.1889
856,3914.59,6.116547,1.097647,0.905828,1.210705,24.5385,640,7,4.0,1.4,350,160,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.2339
297,2348.91,2.816439,1.060567,0.821697,0.854545,19.6431,834,4,1.5,1.8,250,80,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.4065
1746,3662.47,5.687065,1.101692,0.881645,1.339472,25.5566,644,6,2.5,2.0,400,160,180,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-4.4581
453,2856.23,4.295083,1.089628,0.836052,1.101493,22.5993,665,6,1.5,1.2,500,160,180,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.4984
1,3012.13,4.827131,1.098516,0.901147,1.075746,23.0550,624,6,3.0,2.0,150,160,140,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.5229
2372,3651.99,5.670792,1.101401,0.879042,1.335852,25.5731,644,6,2.5,2.0,400,160,180,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-4.5685
905,1010.71,1.411606,1.048540,0.655713,0.506656,13.9815,716,6,1.0,1.0,100,40,260,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.6713
564,2999.61,4.807067,1.098142,0.897643,1.069896,23.0716,624,6,3.0,2.0,150,160,140,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.6733
301,1937.75,3.352509,1.072852,0.794033,0.934798,19.0169,578,6,2.0,2.0,450,200,100,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.7860
1140,2635.96,3.905126,1.095724,0.810254,1.112248,22.8613,675,6,2.0,1.8,200,40,220,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.8461
290,1551.43,2.009624,1.056058,0.707614,0.773861,17.5357,772,4,1.5,1.0,300,40,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.9523
613,3335.60,4.751567,1.080958,0.853741,1.130778,23.8258,702,5,3.5,1.6,400,120,260,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-4.9757
2364,3528.74,5.346576,1.090757,0.879329,1.257454,25.1013,660,6,2.5,2.0,400,120,300,30,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-4.9876
1438,-1241.45,-3.150888,0.952161,-0.398218,-0.562674,26.9552,394,7,3.5,1.2,100,120,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-4.9920
422,2867.36,5.349552,1.100741,0.836853,1.301683,23.5568,536,6,3.5,1.8,200,200,100,30,5,MAX_RECOVERY_STEPS_GT_3,-5.0818
1960,2275.52,2.837307,1.060275,0.828200,0.937723,20.9916,802,3,3.0,1.4,450,40,260,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.1423
2306,3519.94,5.309110,1.090195,0.877220,1.238061,25.1145,663,6,2.5,2.0,400,120,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-5.2103
1177,2770.80,4.342947,1.082749,0.862549,0.977127,21.9675,638,7,2.5,2.0,400,120,220,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.2556
1414,2365.35,3.262552,1.054208,0.769285,0.929338,20.1481,725,3,3.0,1.6,450,80,260,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.2651
124,1958.61,2.901644,1.087375,0.715341,0.766181,18.6314,675,7,1.0,1.0,400,160,260,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.2855
95,2889.49,5.033955,1.093681,0.816058,1.210026,22.9703,574,7,2.0,1.0,500,200,180,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.2997
764,-734.74,-1.696859,0.974701,-0.167544,-0.323303,33.2734,433,7,3.0,1.8,150,200,180,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-5.3740
618,3721.29,5.787387,1.093004,0.929321,1.136285,24.9866,643,7,4.0,1.0,150,160,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.3798
149,2818.27,3.458000,1.071686,0.907726,1.084022,23.9655,815,3,2.5,1.8,400,40,180,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.3843
2066,3736.42,5.819969,1.091888,0.932960,1.126806,24.9639,642,7,4.0,1.0,150,160,300,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.4385
1070,2523.58,4.157463,1.086285,0.766010,1.137801,21.8924,607,7,2.0,2.0,400,120,140,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.4495
1222,2108.70,3.087408,1.089929,0.722880,0.802237,19.4150,683,7,1.0,1.2,350,200,260,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.4734
19,3159.70,4.758584,1.077618,0.829167,1.188500,23.8255,664,4,4.0,1.8,100,120,220,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.4859
624,2912.94,4.653259,1.083137,0.892707,0.973672,22.4586,626,7,3.0,1.2,450,160,220,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.5139
1635,2990.04,4.716151,1.079785,0.820407,1.107448,22.7777,634,6,3.0,1.0,200,120,260,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.6080
1944,-1618.33,-2.082793,0.948434,-0.471815,-0.698713,29.0391,777,3,1.0,1.0,450,120,260,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-5.7161
727,2979.29,4.219958,1.084566,0.819452,1.194880,24.5062,706,5,3.5,1.2,200,80,260,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.7174
347,2266.39,3.192099,1.054229,0.789128,0.809558,19.7689,710,3,2.5,2.0,450,160,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.7590
1956,3877.69,5.974869,1.120524,0.827403,1.484265,27.9849,649,7,2.0,1.2,150,200,180,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-5.8996
395,1718.43,2.194674,1.048123,0.836777,0.705786,19.2448,783,3,4.0,2.0,350,40,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-5.9407
910,-1089.41,-1.409327,0.963755,-0.243339,-0.512712,34.0968,773,3,1.0,1.0,100,160,180,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-5.9619
2191,3652.60,5.671739,1.091052,0.912167,1.116341,25.0217,644,7,4.0,1.0,100,160,300,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-5.9670
212,1897.50,2.628116,1.054263,0.738264,0.756276,18.7758,722,3,3.0,1.8,150,80,140,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.0463
82,3226.48,5.601528,1.089347,0.791988,1.296410,24.0531,576,6,4.0,1.4,200,160,180,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.0508
1000,-1096.91,-1.417196,0.963534,-0.244891,-0.515940,34.1268,774,3,1.0,1.0,100,160,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.0612
443,-1260.87,-2.643333,0.959937,-0.336422,-0.542663,30.0142,477,3,3.5,1.2,150,160,180,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.0779
1887,-1401.13,-1.810245,0.952610,-0.381020,-0.608372,31.3815,774,3,1.0,1.0,450,160,220,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.1155
115,1704.43,2.176794,1.047731,0.829475,0.700142,19.2606,783,3,4.0,1.6,350,40,300,15,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.1464
113,-1219.45,-3.118798,0.957623,-0.366886,-0.569526,28.3797,391,4,4.0,2.0,250,160,180,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.1517
2397,2986.33,3.695953,1.073590,0.846852,1.088093,24.0076,808,3,4.0,1.8,200,80,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.1566
1577,-1375.80,-1.745939,0.954800,-0.348045,-0.571376,32.2134,788,3,1.0,1.0,250,160,220,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.1725
1512,5504.64,7.886304,1.133145,0.837279,1.814070,32.7538,698,6,2.0,1.2,100,200,260,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-6.2209
322,3072.19,4.822904,1.074540,0.789299,1.143673,23.1818,637,6,4.0,2.0,400,120,180,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.2970
1959,3226.32,5.341589,1.088492,0.827988,1.217798,24.4188,604,6,3.0,1.2,400,160,220,15,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.3658
2120,-1122.11,-1.449755,0.962909,-0.249665,-0.526671,34.2685,774,3,1.0,1.0,100,200,180,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.4321
1444,2616.70,4.133807,1.078732,0.824303,0.933830,21.9977,633,7,2.5,2.0,400,120,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.5876
1094,3327.97,4.974544,1.102623,0.815056,1.284894,26.2428,669,6,2.5,2.0,450,80,180,30,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-6.6036
676,-1292.87,-1.674702,0.959034,-0.299058,-0.587102,33.1825,772,3,1.0,1.0,500,80,260,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.6097
1394,3088.11,3.889307,1.068137,0.802169,1.121521,24.0995,794,3,3.5,1.6,400,80,300,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.7428
72,-1755.92,-3.263792,0.948990,-0.604437,-0.649181,26.7662,538,3,2.5,1.4,250,200,220,45,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.7774
1160,1228.10,1.680027,1.036732,0.631592,0.542922,15.5246,731,3,2.5,1.4,150,160,100,30,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.8267
2357,-1143.70,-1.477649,0.962258,-0.252698,-0.537073,34.4833,774,3,1.0,1.0,100,200,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.8621
1835,4599.03,6.665261,1.122623,0.874764,1.394814,29.5273,690,6,2.0,1.8,350,200,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-6.9147
1173,4599.03,6.665261,1.122623,0.874764,1.394814,29.5273,690,6,2.0,1.4,350,200,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-6.9147
446,2000.69,2.891171,1.082528,0.672833,0.803469,19.8577,692,7,1.0,1.4,150,160,220,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-6.9275
697,4787.92,7.722452,1.128493,0.844119,1.510968,29.5523,620,7,3.5,1.2,450,160,260,15,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-6.9429
577,-1360.73,-1.769480,0.955921,-0.321509,-0.604759,32.9512,769,3,1.0,1.8,500,80,260,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.9544
1373,-1278.91,-3.392334,0.952452,-0.359342,-0.551836,28.9843,377,7,4.0,1.0,150,200,260,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-6.9681
326,2990.71,5.001187,1.077408,0.764524,1.283962,24.2732,598,4,3.5,1.2,350,160,140,45,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-7.0729
1129,3264.60,4.953869,1.085130,0.825246,1.171071,25.1897,659,6,2.5,2.0,400,120,260,15,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-7.1121
10,-1453.21,-3.243772,0.945221,-0.470001,-0.665121,27.4262,448,5,4.0,1.4,500,80,220,15,3,PF_LT_1_10;EQUITY_DD_GT_25,-7.1299
2031,2515.70,4.429049,1.065325,0.849864,0.822150,20.6390,568,7,4.0,1.0,150,160,300,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-7.1388
2042,4570.09,6.661939,1.121521,0.872766,1.378590,29.4946,686,6,2.0,1.4,350,200,260,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-7.1779
1300,4570.09,6.661939,1.121521,0.872766,1.378590,29.4946,686,6,2.0,1.8,350,200,260,45,7,EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-7.1779
558,2982.25,4.987040,1.077198,0.761950,1.280122,24.2958,598,4,3.5,1.2,350,160,140,30,5,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-7.1886
475,-1020.32,-2.340183,0.963603,-0.253656,-0.460398,32.2990,436,5,3.0,1.0,300,200,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-7.2129
2205,2042.56,2.493968,1.047656,0.767819,0.688641,19.4335,819,3,2.5,1.4,350,120,180,45,7,PF_LT_1_10;MAX_RECOVERY_STEPS_GT_3,-7.2273
721,-1180.97,-1.510192,0.960656,-0.249834,-0.523516,34.8959,782,3,1.0,1.8,250,80,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-7.2348
1563,3710.00,6.022727,1.094066,0.782745,1.384743,26.5079,616,6,3.0,1.2,400,120,300,45,5,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-7.2736
1784,3266.98,4.942481,1.084944,0.822790,1.158073,25.2582,661,6,2.5,2.0,400,120,260,45,7,PF_LT_1_10;EQUITY_DD_GT_25;MAX_RECOVERY_STEPS_GT_3,-7.3379
1536,-1565.57,-2.033208,0.947440,-0.406860,-0.681716,31.3289,770,3,1.0,1.6,400,80,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-7.3543
981,-1545.67,-2.028438,0.947797,-0.396583,-0.671797,31.5539,762,3,1.0,1.6,350,80,180,30,3,PF_LT_1_10;EQUITY_DD_GT_25,-7.3585
